restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,remarks,usage_scenes,wifi_available,phone_number,video,lecture,available_drinks,cooking_specialties,drinking_specialties,waiting,service,reservation,dress_code,child_friendly,pet_friendly,foreign_language_support,power_supply_available,additional_equipment,instagram,ic_card_payment,쇼핑 직무 정보,facebook,twitter,beer_maker
かき小屋 新橋,오두막 신 바시를 흔들었다,https://retty.me/area/PRE13/ARE2/SUB202/100000747881/,050-3184-3545,해산물과 해산물 굴 바이자카야 바베큐,"[월요일부터 금요일까지]
저녁 식사 16:00-23:00 L.O. 22:00
[토양]
 12:00-23:00 L.O. 22:00
[일요일과 휴일]
 12:00-22:00 L.O. 21:00
영업 시간은 하루에 따라 다를 수 있습니다
영업 시간은 변경 될 수 있습니다.",하루 종일 개점,"점심 : ~ 4,000 엔
저녁 식사 : ~ 6,000 엔","비자
JCB",PayPay,"1-6-1 Uchisai-Cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (140m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (300m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 거리 (320m)",없음,"80 석
(소파 좌석 이용 가능)",없음,"불가능합니다
(흡연은 상점 내부에서 금지됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 50 명
임대 가능 (좌석) : 80 명","https://r.gnavi.co.jp/g203630/
https://tabelog.com/tokyo/a1301/a130103/13149468/","*상점 전화가 현재 깨졌습니다.
문의 사항이 있으시면 본사에 문의하십시오.
본사 : 03-3413-9555 (주중 11 : 00-18 : 00)

가져올 수 있습니다
전자 돈을 사용할 수 없습니다","점심 모든 당신이 먹는 린 링크 연회 및 음주 파티를 환영 파티 연말 파티 연말 파티 새해 파티 술 마시기 와인을 마시는 아이들과 함께 사용 가능하게 사용할 수 있습니다.
다른 사용 장면을 참조하십시오",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000747881/archive/168529-5ec8e00498cd8.jpg,"3,000 엔에서 3,999 엔으로 제공됩니다",,우리는 생선 요리를 전문으로하고 매장 내에서 준비합니다,"맥주, 사케, 쇼치, 와인, 칵테일",숨는 곳,음료를 가져올 수 있습니다,사용 가능한 예약,,"예
유아와 어린이, 유치원 어린이, 초등학생, 이유식을 가져올 수 있습니다.",불가능합니다,"영어 중국어
직원과 함께 언어 지원 메뉴가 있습니다",,,,,,,https://x.com/kaki_shinbashi,
坐来 大分,자리 오이타,https://retty.me/area/PRE13/ARE2/SUB202/100001579694/,03-6264-6650,일본 요리 현지 요리,"[월요일부터 금요일과 토요일]
 11:30-14:00
 17:00-22:00","매월 첫 번째 토요일 매주 일요일 휴가
BON, 새해 휴일","점심 : ~ 6,000 엔
저녁 식사 : ~ 15,000 엔",,PayPay,"2-2-3 Yurakucho, Chiyoda-Ku, 도쿄, 3 층, 헐리 스퀘어 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (41m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (44m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 1 분 (52m)",,72 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,https://zarai.jp/,,"점심, 개인 실, 솔로, 스타일리시, 저녁 식사, 비 조화, 개인 실, 점심, 세련된, 점심, 세련된, 개인 객실, 개인 실, 엔터테인먼트, 페이 페이 지불 가능, 세련된, 고급스러운 크리스마스, 크리스마스 2024
다른 사용 장면을 참조하십시오",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/30074667.jpg,,,,,,,,,,,,,,https://www.instagram.com/zaraioita/,,,,,
ラ ブラスリー,라 브라슬리,https://retty.me/area/PRE13/ARE2/SUB202/100000710280/,03-3539-8073,프랑스 요리,"[하루 종일]
점심 11:30-15:30 L.O. 14:30
저녁 식사 17:30-22:30 L.O. 21:30",하루 종일 개점,"점심 : ~ 5,000 엔
저녁 식사 : ~ 15,000 엔",예,,"제국 호텔 도쿄 임페리얼 타워 B1F, 1-1-1 Uchisai-cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho Station에서 도보 2 분 (160m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (160m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (370m)",,60 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.imperialhotel.co.jp/,,"점심, 결혼 기념일, 싱글 OK, 엔터테인먼트, 크리스마스 저녁 식사, 와인 마시는 세련된 저녁 식사, 저녁 식사, 비 흡연, 생일, 세련된 럭셔리 크리스마스, 크리스마스 2024
다른 사용 장면을 참조하십시오",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/30510053.jpg,,,,,,,,,,,,,,,,,,,
サバティーニ・ディ・フィレンツェ 東京店,사바 티니 디 플로렌스 도쿄,https://retty.me/area/PRE13/ARE2/SUB202/100001438060/,03-3508-4800,이탈리아 음식 파스타 서부 음식,"[하루 종일]
점심 11 : 30-15 : 00 L.O. 14:00
[월요일부터 금요일과 토요일]
저녁 식사 17 : 30-22 : 00 L.O. 20:00
[일요일과 휴일]
저녁 식사 17:30-21:30 L.O. 19:30","매년 1 월 1 일
시설과 동일합니다","점심 : ~ 6,000 엔
저녁 식사 : ~ 30,000 엔","비자
마스터 카드
Amex
식당
JCB",,"3f Hulic Square, 2-2-3 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (61m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (63m)
도쿄 메트로 긴자 라인 / Ginza Station에서 도보 1 분 (78m)","예
이웃 P (할인) 사용 가능","76 석
((◆ 개인 사용에 대한 최소 보증 (가격 수수료) (세금 제외) [점심] 주중 : 420,000 엔; 토요일, 일요일 및 휴일 : 630,000 엔; [저녁 식사] 일요일 : 630,000 엔; 토요일, 평일; 예산은 예산 일뿐입니다.",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://sabatini-tokyo.com/,,"날짜 연말 파티 크리스마스 저녁 식사 새해 파티 성인 새해 파티 크리스마스 2024 성인 연말 파티 럭셔리 크리스마스
다른 사용 장면을 참조하십시오",예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001438060/archive/2845117-631fe602c059c.jpg,,,,,,,,반 공식,"불가능합니다
초등학생들은 환영합니다",,,,,,,,,,
やさいの王様 日比谷シャンテ店,쉬운 Hibiya Chante 상점의 왕,https://retty.me/area/PRE13/ARE2/SUB202/100000039293/,050-5461-4357,야채 요리,"[하루 종일]
 11:00-22:00 L.O. 21:00
바이러스의 확산이 증가함에 따라 업무 시간은 3 월 22 일부터 오후 11시 ~ 10시 00 시가되며 알코올은 재개됩니다!","불규칙한 휴일
・ 시설과 동일합니다","점심 : ~ 3,000 엔
저녁 식사 : ~ 5,000 엔",예,PayPay,"Toho Hibiya 건물 1-2-2 Yurakucho, Chiyoda-Ku, 도쿄 (Hibiya Chante) 본관 B2F
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (110m)
JR Yamanote Line / Yurakucho 역에서 도보로 6 분 (450m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보 6 분 (460m)",,58 석,없음,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://yasai-no-ohsama.com/,,"점심, 여자 밤, 솔로 저녁 식사, 세련된 식사, 점심 날짜, 세련된 점심, 탁월한 점심, 새해 파티, 환영 파티, 비 연소, 급여 지불 지불, 점심 시간 음주, 크리스마스 2024, 성인 연말 파티, 스타일리쉬
다른 사용 장면을 참조하십시오",,03-5501-9881,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000039293/archive/1891137-5f7543a687ab0.png,,,,,,,,,,,,,,,,,,,
個室ダイニング ウメ子の家 有楽町駅前店,개인 식당 Umeko 's House Yurakucho Ekimae 지점,https://retty.me/area/PRE13/ARE2/SUB202/100000731885/,050-5303-1803,이자카야,"[하루 종일]
 17:00-23:30 L.O. 22:30
*마지막 음료 주문은 마감 시간 30 분 전입니다.
*업무 시간 이전에도 연회를 이용할 수 있습니다!
*공식 웹 사이트에는 이해하기 쉽고 큰 거래가 포장되어 있습니다! 아래의 ""홈페이지""를 방문하십시오",하루 종일 개점,"점심:-
저녁 식사 : ~ 5,000 엔",예,,"Yurakucho의 7f, 2-3-5 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (15m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (17m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 1 분 (56m)",없음,140 석,없음,"연기 분리
흡연실 사용 가능
(좌석 외에도 상점 안에는 흡연 공간이 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,https://umeko.dkdining.com/ginza//,"dpay/aupay/line pay/rakuten pay/merpay/alipay/wechat pay/paypay/id
좌석 수수료가 있습니다. (코스 당시 가격에 포함)","저녁 식사, 고기, 개인 실, 연회 및 음주 파티, 전산 된 링크, 쌀, 연말 파티, 새해 파티, 작별 파티, 환영 파티, 흡연 허용, 쿠폰 가능, 급여 판매 포인트 받기, 온라인 예약, 성인 날짜, 새해 새해 신생 날짜
다른 사용 장면을 참조하십시오",없음,050-2018-8860,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000731885/archive/3285371-6613f9eb7f227.jpg,"4,000 엔에서 4,999 엔으로 구입할 수 있습니다","전산 된 가격 : 2,000-2,999 엔, 2 시간의 싱글 링크",고기 요리 전문,"맥주, 와인, 칵테일","조용한 가게
차분한 분위기","놀라운 응답 가능
축하 가능성",,,,,,,,,,,,,
アラスカ 日本プレスセンター店,알래스카 일본 프레스 센터 매장,https://retty.me/area/PRE13/ARE2/SUB202/100000078230/,050-5303-2171,서부 푸드 바 커리 비스트로,"[월요일부터 금요일까지]
 11:30-15:00 L.O. 14:00
 17:00-22:00 L.O. 21:00
서비스 요금으로 총 식품 및 음료 수수료의 10%를 청구합니다.","매주 토요일마다 일요일 휴가
새해 휴일 (확인하십시오)
토요일, 일요일 및 공휴일에는 개인 리셉션과 파티 만 개장합니다.","점심 : ~ 4,000 엔
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"2-2-1 Uchisai-Cho, Chiyoda-Ku, 도쿄, 일본 프레스 센터 빌딩, 10 층
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 노선 / 카스 수미 제지 스테이션에서 도보 2 분 (140m)
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (170m)
도쿄 메트로 진 자 라인 / 토라노몬 역에서 도보로 6 분 (430m)","없음
근처 (할인 없음) 사용 가능",80 석,예,"불가능합니다
흡연실 사용 가능
(흡연실은 건물에서 이용 가능합니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
임대 가능 (좌석) : 120 명
최대 200 명까지 임대 할 수 있습니다 (스탠드 식사 식사)","[공식적인]
https://araska-nihonpresscenter.foodre.jp/
https://restaurant-alaska.com/presscenter/",,"점심, 소녀의 밤, 날짜, 저녁 식사, 엔터테인먼트, 개인 점심, 고기, 생일, 생일, 새해 파티, 와인 마시기, 흡연 허용, 점심 날짜, 급여 지불 수락, 환영 파티, 점심 음주, 성인의 연말 파티, 새해 파티, 스타일리쉬
다른 사용 장면을 참조하십시오",예,03-3503-2731,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000078230/archive/1097936-5d6f428a663c0.jpg,"4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 7,000 ~ 7,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.","5,000 엔 이상을 이용할 수 있으며 2 시간 동안 온 All-You-Can-Drink가 있습니다.",우리는 고기 요리를 전문으로하고 매장 내에서 준비합니다,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","보기가 좋습니다
풍경은 아름답습니다
개방성이 있습니다
천장이 높습니다
조용한 가게
차분한 분위기
나이트 뷰를 볼 수 있습니다
상단에 있습니다
골목을 향합니다","축하 가능성
음료를 가져올 수 있습니다
휴대품 룸이 있습니다
소믈리에가 있습니다",사용 가능한 예약,없음,,불가능합니다,,,프로젝터 및 사운드 장비,,,https://araska-nihonpresscenter.foodre.jp/#recruit,,,
厚切り牛タン食べ放題 一心たん助 旦 有楽町,두꺼운 얇게 썬 쇠고기 혀 isshin tansuke dan yurakucho를 먹을 수있는 모든 것,https://retty.me/area/PRE13/ARE2/SUB202/100001578234/,03-6268-8515,야키 니쿠 쇠고기 혀 고기 바,"[하루 종일]
저녁 식사 16:00-22:00 L.O. 21:40",새해 휴일 (확인하십시오),"점심 : 비즈니스 시간
저녁 식사 : ~ 8,000 엔",예,PayPay,"1F 난초 광장 건물, 1-2-11 유라쿠치, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (160m)
JR Yamanote Line / Yurakucho Station에서 도보 2 분 (160m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (230m)",예,"48 석
(좌석이 매일 가득 차 있기 때문에 좌석 요청을받지 않습니다. 모든 좌석은 열려 있습니다.)",없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,https://isshintansuke.tokyo/,,PayPay 지불 이용 가능한 연말 파티 새해 파티 All-You-Can Eat and Drink Christmas 2024 세련된,예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001578234/archive/2685962-6263853215adc.jpg,"5,000 ~ 5,999 엔 코스로 제공됩니다","999 엔 미만의 all-you-can-drink 가격, 1000 ~ 1999 엔, 1 시간 반 동안 all-you-can-drink",,"맥주, 쇼카, 위스키, 칵테일","활발한 상점
골목을 향합니다","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",사용 가능한 예약,,불가능합니다,불가능합니다,,,,,,,,,
SALONE TOKYO 東京ミッドタウン日比谷,살롱 도쿄 도쿄 미드 타운 히비 야,https://retty.me/area/PRE13/ARE2/SUB202/100001411199/,03-6257-3017,해산물과 해산물 요리,"[하루 종일]
점심 12:00-15:00 L.O. 13:00
저녁 식사 18 : 00-22 : 00 L.O. 19:30",하루 종일 개점,"점심 : ~ 10,000 엔
저녁 식사 : ~ 20,000 엔","비자
마스터 카드
Amex
식당
JCB",,"도쿄 미드 타운 Hibiya 3F, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho Station에서 도보로 1 분 (31m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (37m)","예
특별 P 사용 가능","42 석
(1 36 테이블, 1 개의 개인 실 (최대 6 석) *계절 테라스 좌석 (예약 필수) *개인 실을 사용할 때 11,000 엔 (서비스 제외)의 추가 요금이 청구됩니다.",없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명",예,http://salone.tokyo/,"*도쿄 메트로 Hibiya Line과 Chiyoda Line과 Toei Subway Mita Line의 Hibiya 역에 직접 연결

서비스 요금 10%

복장 규정 : 반바지와 샌들과 같은 매우 캐주얼 한 옷을 입고 상점을 방문하지 않습니다.
어린이와 함께 : 우리는 16 세 미만의 고객이 매장에 들어가도록 허용하지 않으므로 사전 에이 사실을 알고 있습니다.
공간 및 시설 : 휠체어 이용 가능","점심, 데이트, 여자 밤, 개인 실, 싱글 게스트, 엔터테인먼트, 크리스마스 저녁 식사, 와인, 주차장, 세련된, 영어권, 개인 실, 테라스, 저녁 식사, 비영리
다른 사용 장면을 참조하십시오",예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001411199/archive/3436489-67211c83ce76e.jpg,"7,000 엔 ~ 7,999 엔 코스, 8,000 엔 코스 이상으로 구입할 수 있습니다.",,"우리는 고기 요리, 생선 요리, 매장 내에서 준비된 것입니다.",와인이 있습니다,"풍경은 아름답습니다
차분한 분위기
테라스가 있습니다",소믈리에가 있습니다,사용 가능한 예약,평상복,불가능합니다,불가능합니다,"영어
언어 지원 메뉴가 있습니다",불가능합니다,,https://www.instagram.com/salonetokyo/,"Suica, Rakuten Edy, Quicpay",,https://www.facebook.com/salonetokyo/,,
三分亭 東京ミッドタウン日比谷店,Sanbuntei 도쿄 미드 타운 Hibiya 지점,https://retty.me/area/PRE13/ARE2/SUB202/100001411456/,03-6811-2381,이자카야 해산물과 해산물 요리 일본어 뜨거운 냄비 사시미 쇠고기 혀,"[하루 종일]
점심 11:00-15:00 L.O. 14:00
저녁 식사 17:00-22:00 L.O. 21:00","불규칙한 휴일
시설과 동일합니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
식당
JCB",,"도쿄 미드 타운 Hibiya 3F, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (71m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (75m)","예
이웃 P (할인) 사용 가능",31 석,예,"불가능합니다
(흡연실은 미드 타운의 같은 층에있을 수 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,예,https://www.hibiya.tokyo-midtown.com/jp/restaurants/31100_2/,,"점심, 연회 및 음주 파티, 약혼 저녁 식사 파티, 싱글 OK, 엔터테인먼트, 작별 파티, 환영 파티, 크리스마스 저녁, 연말 파티, 새해 파티, 술, 주차, 어린이와 함께 즐거운, 스타일리쉬, 영어권을 구사할 수 있습니다.
다른 사용 장면을 참조하십시오",예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001411456/archive/2129042-5fc89375bfa10.jpg,"4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스, 7,000 ~ 7,999 엔 코스, 8,000 엔 또는 더 많은 코스가 있습니다.",,"우리는 야채 요리, 생선 요리 및 재료를 생산하며 알레르기가있는 고객을 수용하고 매장 내에서 준비 할 수 있습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일","차분한 분위기
상업용 시설에 위치합니다","휴대품 룸이 있습니다
테이크 아웃 가능성",사용 가능한 예약,평상복,"예
유아와 어린이, 유치원 어린이, 초등학생, 이유식을 가져올 수 있습니다.",불가능합니다,"영어
언어 지원 메뉴가 있습니다",,,,"Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca, Rakuten Edy, Quicpay, AU 지갑",,https://www.facebook.com/sanbuntei/,,
