restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,cooking_specialties,drinking_specialties,reservation,usage_scenes,child_friendly,wifi_available,phone_number,video,ic_card_payment,instagram,remarks,lecture,available_drinks,waiting,service,dress_code,pet_friendly,power_supply_available,additional_equipment,twitter,foreign_language_support,facebook,beer_maker,인근 시설
カフェ THE LOUNGE 三井ガーデンホテル京橋,카페 라운지 Mitsui Garden Hotel Kyobashi,https://retty.me/area/PRE13/ARE15/SUB1501/100001324200/,03-3231-3131,카페 라운지 조식 뷔페,"[하루 종일]
아침 6 : 30-10 : 00
[월요일부터 금요일까지]
점심 11:30-14:00
[하루 종일]
 14:30-22:00
마지막 아침 입장 : 9:30 마지막 점심 입장 : 오후 1시 30 분 라운지 : 14 : 30-22 : 00 (마지막 참가 : 21:30 pm) 주말과 휴일에 점심이 마감됩니다.",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",예,,"1-3-6 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 2 분 거리 (150m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 4 분 거리 (300m)
JR Yamanote Line / 도쿄 역에서 도보로 5 분 (340m)",,65 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.gardenhotels.co.jp/kyobashi/,,,,"점심, 솔로, 크리스마스 저녁, 세련된, 아침 식사, 저녁, 쌀, 비 조화, 세련된 점심, 이브닝 카페
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31247768.jpg,,,,,,,,,,,,,,,,
タリーズコーヒー ヤエチカ店,Tully 's Coffee Yaechika 상점,https://retty.me/area/PRE13/ARE15/SUB1501/100000039298/,03-6202-1250,카페,"[하루 종일]
 7:00-22:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",예,PayPay,"Yaesu Underground Mall No. 4, 2-1 Yaesu Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 4 분 거리 (250m)
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 4 분 거리 (300m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (320m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 솔로, 브런치, 세련된, 아침 식사, 저녁, 쌀, 금연, 세련된 점심, 이브닝 카페, 지불금 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/5187227.jpg,,,,,,,,,,,,,,,,
新橋やきとん 京橋店,신바시 야키 톤 교오바시 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100000918396/,03-3562-6789,이자카야 스탠딩 야키토리,"[월요일부터 금요일, 토요일, 휴일]
 16:00-24:00 L.O. 23:00",매주 일요일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,PayPay,"1-6-5 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 3 분 거리 (190m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 3 분 거리 (200m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 5 분 거리 (400m)",,30 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.yakiton.jp/,,"술, 쇼치, 와인",,"연회/음주 파티 작별 파티를 환영 파티 연말 파티 연말 파티를 마시는 새해 파티를 마시는 와인 저녁 식사 요리 맛있는 식당/저렴한 식당 흡연 허용 Shochu Pay Payual Clace Clasual Clase Clasu Clasual Clase Copal For Year Farties.
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/12446511.jpg,,,,,,,,,,,,,,,,
レ ロジェ ビストロ ド ロア,Les Roger Bistro de Rois,https://retty.me/area/PRE13/ARE15/SUB1501/100000802160/,03-5542-1805,비스트로 카페 프랑스 푸드 와인 바 야채 음식 기념품 자연 식품 식당 바,"[Sun, 화요일, 금요일, 토요일, 공휴일 및 휴일 전]
점심 11:00-15:00 L.O. 14:00
[Tue-Fri, Sat, 휴일 전]
저녁 식사 17:30-21:00 L.O. 20:00
마감 시간은 하루에 따라 다를 수 있습니다
점심 : 11 : 00-15 : 00 (L.O. 14:00)
저녁 식사 : 17 : 30-21 : 00 (L.O. 20:00)
문을 닫습니다 : 월요일과 일요일에는 점심이 열립니다
*비즈니스 시간은 상황에 따라 변경 될 수 있습니다.","시설과 동일합니다
[화요일 ~ 토요일] 점심 11 : 30-15 : 00 (14:00 lo) 저녁 식사 17 : 30-22 : 00 (21:00 lo)
[일요일과 월요일] 점심 11:30 am-15:00pm (14:00 pm) 저녁 식사","점심 : ~ 2,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"도쿄 스퀘어 가든 1f, 3-1-1 교오바시, 도쿄 추키
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역에서 도보로 1 분 거리 (33m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 3 분 거리 (220m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 4 분 거리 (250m)","예
근처 (할인 없음) 사용 가능",94 석,예,"불가능합니다
(흡연은 카운터 및 하이 테이블에서만 허용됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,예,https://lesrosiers-bistrot.com/,"우리는 고기 요리, 수입 재료 및 재료를 생산하는 데 특히 그렇습니다. 요리사는 해외에서 훈련하고 유명한 요리사가 요리하고 매장 내 준비를했습니다.","맥주, 와인, 위스키, 칵테일",사용 가능한 예약,"점심, 데이트, 여자 밤, 싱글, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 와인, 주차, 아이들과 함께 즐거운, 세련된, 영어권, 개인 공간, 테라스
다른 사용 장면을 참조하십시오",예,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000802160/archive/174313-58db8c4be0a24.jpg,"Suica, Icoca, Nanaco, Rakuten Edy, Waon, Quicpay",,,"4,000 엔에서 4,999 엔으로 구입할 수 있습니다",,"개방성이 있습니다
천장이 높습니다
차분한 분위기
테라스가 있습니다
상업용 시설에 위치합니다","놀라운 응답 가능
축하 가능성",,"예
상점 밖에서 사용할 수 있습니다",,프로젝터 및 사운드 장비,,"영어
언어를 말할 수있는 직원이 있습니다",,"아사히, 선 토리",도쿄 스퀘어 가든
東京スタイル鶏らーめん ど・みそ鶏,도쿄 스타일 치킨라면 미소 치킨,https://retty.me/area/PRE13/ARE15/SUB1501/100001399981/,03-6263-2738,라면 쓰키 멘 소금라면,"[월요일부터 금요일까지]
 11:00-23:00
[태양, 토요일, 휴일]
 11:00-21:30",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,PayPay,"1f Sumiyoshi Building, 1-17-12 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 3 분 거리 (210m)
도쿄 메트로 진 자 라인 / 니혼 바시 (도쿄) 역에서 도보 5 분 (380m)
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 5 분 거리 (390m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,http://blog.livedoor.jp/do_miso/archives/2000498.html,,,,"점심, 저녁, 쌀, 맛있는/저렴한 레스토랑, 비 조화, 세련된 점심, 급여 지불 지불 가능",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35609632.jpg,,https://www.instagram.com/domiso_tori/,,,,,,,,,,https://x.com/domiso_co_ltd,,,,
元祖油堂 東京ラーメン横丁店,Genso Yudo 도쿄라면 요코코 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100001625787/,명확하지 않습니다,라면,"[하루 종일]
 11:00-23:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",,PayPay,"Yaesu Underground Mall, 2-1 Yaesu, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 2 분 (82m)
도쿄 메트로 진 자 라인 / 키오바시 (도쿄) 역에서 도보로 5 분 거리 (360m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보 5 분 (390m)",,12 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 저녁 식사, 쌀, 금연, 세련된 점심, 급여 지불 지불 가능",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3627137.jpg,,,,,,,,,,,,,,,,
銀の月 八重洲店,진가 티키 야 에스 매장,https://retty.me/area/PRE13/ARE15/SUB1501/100001192750/,03-3517-1688,Izakaya 해산물과 해산물 요리 Motsunabe,"[월요일부터 목요일, 휴일 전]
 16:00-24:30
[금]
 16:00-28:30
[태양, 토요일, 휴일]
 16:00-23:30",하루 종일 개점,"점심:-
저녁 식사 : ~ 5,000 엔",Amex,,"6 층, 2 차 Yayoi Building, 3-4-1 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 3 분 (210m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 4 분 거리 (270m)
도쿄 메트로 진 자 라인 / 키오바시 (도쿄) 역에서 도보로 5 분 거리 (330m)",,50 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
6 명",,https://www.ichirokudo.com/,,,,개인 실은 첫 번째 열차 저녁 식사 흡연이 늦은 밤 허용 될 때까지 열립니다.,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/15640560.jpg,,,,,,,,,,,,,,,,
一平 日本橋店,Ippei Nihonbashi 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100000007319/,03-3275-2486,Oden Kappo/Small Restaurant Soba (Soba) Izakaya,"[월요일부터 금요일까지]
점심 11 : 15-13 : 30
저녁 식사 17:00-22:30
[토양]
저녁 식사 16:00-21:00","매주 일요일과 공휴일
토요일 (4 월 -9 월)","점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",Amex,PayPay,"Yaesu Chuo Building B1F, 3-4-10 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 3 분 거리 (220m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (320m)
도쿄 메트로 진 자 라인 / 키오바시 (도쿄) 역에서 도보로 4 분 거리 (320m)",없음,130 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://ippei-oden.com/,,,사용 가능한 예약,"점심, 개인 객실, 싱글 룸, 크리스마스 저녁 식사, 사케 가능, 세련된, 저녁 식사, 쌀, 비 흡연, 개인 실, 점심, 세련된, 개인 실, 객실, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36404647.jpg,,,,,"4,000 엔에서 4,999 엔, 2 시간 동안 싱글 링크를 포함하는 코스가 있습니다.",,,,,,,,,,,
ちゃい九炉 八重洲店,Chai Kyuro Yaesu 매장,https://retty.me/area/PRE13/ARE15/SUB1501/100001063601/,03-3274-1234,이자카야 해산물과 해산물 스시 사시미,"[선, 월요일, 화요일 및 휴일]
저녁 식사 16:00-24:30 L.O. 24:00
[수요일, 목요일, 토요일]
저녁 식사 16:00-27:00 L.O. 26:30
[금요일/휴가 전]
저녁 식사 16:00-28:00 L.O. 27:30","불규칙한 휴일
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)
2023 년 12 월 30 일부터 2024 년 1 월 1 일까지 폐쇄되었습니다","점심 : 비즈니스 시간
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1st Yamamoto Building 1st and 2nd Floors, 3-2-3 Nihonbashi, Chuo-Ku, Tokyo
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 2 분 거리 (160m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (260m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 5 분 거리 (370m)",없음,80 석,없음,"예
완전히 흡연이 허용됩니다
(모든 좌석은 연기 친화적입니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 30 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 50 명","https://www.chaikuro-yaesu.com/
https://chiclo-yaesu-tokyo.gorp.jp/
https://r.gnavi.co.jp/ga4a606/",우리는 생선 요리에 대해 특히 그렇습니다. 생산 구역에 특히 그렇습니다.,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리",사용 가능한 예약,"당신이 온전한 린 링크 환영 파티 새해 파티를 마실 수 있습니다
다른 사용 장면을 참조하십시오",,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100001063601/archive/1071435-5d561769a7382.png,"Suica, Manaca, Toica, Icoca, Hayakaken, Nimoca, Quicpay",,,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스","ALL-YOU-CAN-DRINK 가격 1,000-1,999 엔, ALL-YOU-CAN-DRINK 가격 2,000-2,999 엔, ALL-YOU-CAN-DRINK 가격 3,000-4,999 엔, All-You-Can-Drink 가격 3,000-4,999 엔, All-You-Can-Drink 코스는 4,000-4,4,99999999999999999999991 엔 코스에는 5,000 엔 이상을위한 모든 싱크 링크, 1 시간 반 동안 싱글 링크, 2 시간 반 동안 싱글 링크, 2 시간 반 동안 싱글 링크, 3 시간 반 동안 싱글 링크, 3 시간 반 동안 싱글 링크가 포함됩니다.","차분한 분위기
골목을 향합니다","테이크 아웃 가능성
배송 가능",,"예
상점에서 구입할 수 있습니다",,TV 및 모니터 사용 가능,,"영어 중국어 한국
직원과 함께 언어 지원 메뉴가 있습니다",https://www.facebook.com/chai kyuro-yaesu store-204025140379851,,
花葵　別邸,Hanaoki Beige,https://retty.me/area/PRE13/ARE15/SUB1501/100001545329/,03-5542-1940,이자카야 테이크 아웃,"[월요일부터 금요일까지]
점심 11:30-14:00
저녁 식사 17:00-22:30
[토양]
 16:00-21:30",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"도쿄 스퀘어 가든 B1F, 3-1-1 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역에서 도보로 1 분 거리 (59m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 3 분 거리 (230m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 4 분 거리 (280m)","예
특별 P 사용 가능","58 석
(30 명을위한 최대 연회 수. 테이블 좌석, 개인 실.",없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
6 명
7 명 이상","예
임대 할 수있는 제한된 수의 사람들 (좌석) : 30 명
예약 할 수있는 제한된 수의 사람들 (스탠드 스탠딩 식사) 58 명",https://hanaaoi-kyobashi.com/,"우리는 야채 요리, 고기 요리 및 유기농 야채에 특히 그렇습니다.","맥주, 사케, 쇼치",사용 가능한 예약,"점심 만세 연회/음주 파티 솔로 작별 파티에 이용할 수있는 개인 방 환영 파티 크리스마스 저녁 식사 연말 파티 새해 파티 음주 음료 와인 세련된 주차장이 있습니다.
다른 사용 장면을 참조하십시오","예
유아, 유치원 어린이, 초등학생을 환영합니다",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001545329/archive/183584-5f519F1616ec6.jpg,,,"(운송 전자 자금 (Suica 등), Rakuten Edy, Nanaco, Waon, ID)","4,000 엔에서 4,999 엔으로 구입할 수 있습니다","5,000 엔 이상의 모든 금액 가격",,,평상복,불가능합니다,,,,,,,
新橋やきとん 京橋店,신바시 야키 톤 교오바시 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100000918396/,03-3562-6789,이자카야 스탠딩 야키토리,"[월요일부터 금요일, 토요일, 휴일]
 16:00-24:00 L.O. 23:00",매주 일요일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,PayPay,"1-6-5 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 3 분 거리 (190m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 3 분 거리 (200m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 5 분 거리 (400m)",,30 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.yakiton.jp/,,"술, 쇼치, 와인",,"연회/음주 파티 작별 파티를 환영 파티 연말 파티 연말 파티를 마시는 새해 파티를 마시는 와인 저녁 식사 요리 맛있는 식당/저렴한 식당 흡연 허용 Shochu Pay Payual Clace Clasual Clase Clasu Clasual Clase Copal For Year Farties.
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/12446511.jpg,,,,,,,,,,,,,,,,
銀の月 八重洲店,진가 티키 야 에스 매장,https://retty.me/area/PRE13/ARE15/SUB1501/100001192750/,03-3517-1688,Izakaya 해산물과 해산물 요리 Motsunabe,"[월요일부터 목요일, 휴일 전]
 16:00-24:30
[금]
 16:00-28:30
[태양, 토요일, 휴일]
 16:00-23:30",하루 종일 개점,"점심:-
저녁 식사 : ~ 5,000 엔",Amex,,"6 층, 2 차 Yayoi Building, 3-4-1 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 3 분 (210m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 4 분 거리 (270m)
도쿄 메트로 진 자 라인 / 키오바시 (도쿄) 역에서 도보로 5 분 거리 (330m)",,50 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
6 명",,https://www.ichirokudo.com/,,,,개인 실은 첫 번째 열차 저녁 식사 흡연이 늦은 밤 허용 될 때까지 열립니다.,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/15640560.jpg,,,,,,,,,,,,,,,,
