restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,ic_card_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,lecture,available_drinks,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,service,dress_code,child_friendly,pet_friendly,power_supply_available,wifi_available,phone_number,video,instagram,foreign_language_support,qr_code_payment,facebook,remarks,additional_equipment,twitter,beer_maker,온라인 예약
SAMURAI dos Premium Steak House 八重洲鉄鋼ビル店,사무라이 도스 프리미엄 스테이크 하우스 Yaesu Steel Building Store,https://retty.me/area/PRE13/ARE15/SUB1504/100001287004/,03-6256-0805,스테이크 햄버거,자세한 내용은 공식 웹 사이트를 확인하십시오.,"하루 종일 개점
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)
시설과 동일합니다","점심 : ~ 8,000 엔
저녁 식사 : ~ 15,000 엔","비자
마스터 카드
Amex
식당
JCB",,"강철 건물 B1F, 1-8-2 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보 2 분 (110m)
JR Yamanote Line / 도쿄 역에서 도보 2 분 (140m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 3 분 거리 (210m)",예,50 석,없음,"불가능합니다
흡연실 사용 가능
(상점 안에는 흡연실이 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",불가능합니다,https://samurai-dos-yaesu.owst.jp/,"4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스, 7,000 ~ 7,999 엔 코스, 8,000 엔 또는 더 많은 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 3,000 엔 -4,999 엔, 2 시간 전후 2 시간, 2 시간 30 분 만에 다소 링크, 3 시간 이상","우리는 야채 요리, 고기 요리, 생선 요리, 현지 재료, 유기농 야채, 알레르기가있는 고객을 수용 할 수 있으며 어린이를위한 메뉴를 수용 할 수 있으며 매장 내에서 준비 할 수 있습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"결혼 기념일 연회/음주 파티 개인 방 약혼 저녁 식사 싱글 OK Entertainment Farewell 파티 환영 파티 크리스마스 저녁 식사 연말 파티 새해 파티 어린이와 함께 즐거운 와인을 마시는 세련된 유기농 요리
다른 사용 장면을 참조하십시오","조용한 가게
차분한 분위기
숨는 곳","놀라운 응답 가능
축하 가능성
소믈리에가 있습니다",,"예
유아와 어린이, 유치원 어린이, 초등학생, 이유식을 가져올 수 있습니다.",불가능합니다,,예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001287004/archive/1555462-5e7d8b44149ff.jpg,,"영어
직원과 함께 언어 지원 메뉴가 있습니다",,,,,,,
Wattle Tokyo,와틀 도쿄,https://retty.me/area/PRE13/ARE15/SUB1504/100000001069/,03-5288-7828,호주 요리,"[tue-fri/전 휴일 전]
점심 11:00-15:00 L.O. 14:00
[Sun, 화요일, 금요일, 토요일, 공휴일 및 휴일 전]
저녁 식사 17:00-20:00 L.O. 19:00
[태양, 토요일, 휴일]
점심 11:00-15:30 L.O. 14:30
영업 시간은 하루에 따라 다를 수 있습니다","매주 월요일
Shinmaru 건물과 동일합니다
・ 주말과 휴일을 제외하고는 초등학교 시대의 고객이 방문 할 수 없습니다 (※ 어린이는 평일 오후 1시 이후에 허용됩니다)","점심 : ~ 5,000 엔
저녁 식사 : ~ 10,000 엔",예,,"신 마루치 건물 건물 6f, 1-5-1 마루치치, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보로 1 분 (60m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 3 분 거리 (180m)
도쿄 메트로 치 요다 라인 / Nijubashimae Station에서 도보로 3 분 거리 (210m)","예
이웃 P (할인) 사용 가능",85 석,없음,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://www.marunouchi.com/tenants/4602/,"5,000 ~ 5,999 엔 코스가 있으며 8,000 엔 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 3,000 엔 -4,999 엔, 한 시간 반 동안 온전한 링크",우리는 고기 요리에 대해 특별히 알고 있으며 재료를 생산합니다,"맥주, 와인, 위스키",,"점심, 데이트, 여자 야간 파티, 결혼 기념일, 연회 및 음주 파티, 개인 실, 약혼 저녁 식사, 싱글, 엔터테인먼트, 엔터테인먼트, 아름다운 야간보기, 작별 파티, 환영 파티, 크리스마스 저녁, 연말 파티, 새해 파티, 와인을 마시는 와인
다른 사용 장면을 참조하십시오","천장이 높습니다
상업용 시설에 위치합니다",축하 가능성,없음,"예
초등학생들은 환영합니다",불가능합니다,불가능합니다,예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31210238.jpg,https://www.instagram.com/wattle.tokyo/,,,,,,,,
ステーキ&トラットリア カルネジーオ 大手町,스테이크 & 트라 토리아 카네지오 오타 마치,https://retty.me/area/PRE13/ARE15/SUB1504/100001280037/,03-6262-5325,"스테이크, 파스타, 서양 음식","[월요일부터 금요일과 토요일]
 11:30-15:30
 17:30-23:30",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 20,000 엔",예,,"1-9-2 Otemachi, Chiyoda-Ku, 도쿄, 그랜드 큐브 1F, 오타 마시 파이낸셜 시티
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보 2 분 (110m)
도쿄 메트로 토 자이 라인 / 테이크 바시 스테이션 6 분 (430m)",,58 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 데이트, 싱글, 엔터테인먼트, 크리스마스 저녁 식사, 와인 음료 저녁 식사, 쌀, 고기, 금연, 점심 날짜, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/8213504.jpg,,,PayPay,,,,https://x.com/hashtag/carnezio,,
BRIANZA TOKYO,브라이언자 도쿄,https://retty.me/area/PRE13/ARE15/SUB1504/100001587245/,03-6262-7862,이탈리아 요리 파스타 고기 바,"[하루 종일]
점심 11:00-15:00
저녁 식사 17:30-23:00
■ 개장 시간
좌석은 예약 시간으로부터 2 시간 동안 이용할 수 있습니다.","매월 첫 번째 일요일 매월 셋째 일요일마다
*영업 시간은 통지없이 변경 될 수 있습니다.","점심 : ~ 3,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당","Suica, Quicpay","2-6-4 오타 마시, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보 1 분 (33m)
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보 2 분 (140m)
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 3 분 거리 (170m)",예,"120 석
(can 개인 실은 최대 12 명까지 앉을 수 있습니다. *카운터에 7 석 (스탠딩), 테라스에 28 석, 테이블에 85 석 *와인이 4,000 엔으로 충전됩니다.)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",예,"[공식적인]
https://brianza-tokyo.foodre.jp/
http://www.la-brianza.com/",,,"우리는 야채 요리, 생선 요리 및 채식 메뉴에 대해 특별합니다.","쇼 쿠, 와인, 칵테일",사용 가능한 예약,"여자의 밤은 솔로 손님, 크리스마스 저녁 식사, 와인 음료, 세련된, 점심, 저녁 식사, 점심, 여자 밤, 세련된, 점심, 생일, 평화 예약, 온라인 예약 가능
다른 사용 장면을 참조하십시오","보기가 좋습니다
풍경은 아름답습니다
나이트 뷰를 볼 수 있습니다",,없음,"예
유아, 유치원 어린이, 초등학생을 환영합니다",,예 (무료),예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001587245/archive/3389812-66d1b7e508a0e.jpg,https://www.instagram.com/brianzatokyo/,,,,"취소 정책에 대해
(사람들의 수는 다음과 같이 변경됩니다.)
전날 / 1 사람의 50%
이벤트 당일 100% 연락처 / 1 사람
100% / 1 인 날에 연락이 없습니다
〇 8 명 이상의 사람 또는 개인 실에 대한 예약.
7 일 전 / 1 명 중 50%
3 일 전 / 1 명 중 100%
*좌석 만있는 예약, 1 인당 5,000 엔",,,,
マンゴーツリートウキョウ,망고 트리 도쿄,https://retty.me/area/PRE13/ARE15/SUB1504/100000000087/,03-5224-5489,태국 음식 식당 바 점심 뷔페 뷔페 pak chi 음식,"[월요일부터 금요일까지, 휴일]
점심 11:00-15:00 L.O. 14:00
[월요일부터 금요일과 토요일]
저녁 식사 17:00-23:00 L.O. 21:30
[태양/토요일]
점심 11:00-15:30 L.O. 14:30
[일요일과 휴일]
저녁 식사 17:00-22:00 L.O. 21:00","하루 종일 개점
새해 휴일 (확인하십시오)
시설과 동일합니다
marubiru의 정기 휴일과 동일합니다","점심 : ~ 3,000 엔
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Marunouchi Building 35F, 2-4-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보로 1 분 (21m)
도쿄 메트로 치 요다 라인 / Nijubashimae Station에서 도보로 3 분 거리 (200m)
도쿄 메트로 마루치 라인 / 오타 마치 (도쿄) 역에서 도보로 3 분 거리 (240m)","예
이웃 P (할인) 사용 가능","100 석
(서리가 달린 유리로 분리 될 수있는 반 개인 객실이 있습니다 (자세한 내용은 상점에 문의))",없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,"[공식적인]
https://mangotreetokyo-marunouchi.foodre.jp/
https://www.arclandservice.co.jp/mangotree/
https://www.tablecheck.com/ja/shops/mangotreetokyo/reserve","8,000 엔 이상의 코스",,,"맥주, 와인, 위스키, 칵테일",사용 가능한 예약,"데이트 여자 야간 파티 전까지 마시는 연회 및 음료 아름다운 야간보기 레스토랑 크리스마스 저녁 식사 연말 파티 새해 파티 세련된 아침 식사 비 스며 든 개인 방 점심 날짜 점심 소녀 파티
다른 사용 장면을 참조하십시오","풍경은 아름답습니다
개방성이 있습니다
천장이 높습니다
차분한 분위기
나이트 뷰를 볼 수 있습니다
상단에 있습니다
상업용 시설에 위치합니다","축하 가능성
소믈리에가 있습니다
테이크 아웃 가능성
배송 가능",없음,"예
초등학생들은 환영합니다",불가능합니다,불가능합니다,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/10000000087/archive/2802135-62eb9d1882366.jpg,,"영어
언어 지원 메뉴가 있습니다",PayPay,,,,https://x.com/mangotree_jp,,
全席個室 じぶんどき丸の内センタービル店,모든 좌석은 Jibundoki Marunouchi Center 건물에 있습니다,https://retty.me/area/PRE13/ARE15/SUB1504/100001765030/,050-5462-7347,Izakaya 크리에이티브 요리 일본 요리,"[월요일부터 금요일까지]
 11:00-14:30 L.O. 14:00
 17:00-23:00 L.O. 22:00
*마지막 음료 주문은 마감 시간 30 분 전입니다.
*업무 시간 이전에도 연회를 이용할 수 있습니다!",매주 토요일마다 일요일 휴가,"점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Marunouchi Center Building B1F, 1-6-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보 2 분 (89m)
JR Yamanote Line / 도쿄 역에서 도보 2 분 (140m)","없음
근처 (할인 없음) 사용 가능",179 석,없음,"불가능합니다
(건물에서 이용 가능한 흡연 구역)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,사용 가능한 예약,"점심, 저녁 식사, 저녁 식사, 연회, 마시는 파티, Paypay Points 온라인 예약 가능, 캐주얼, 개인 객실
다른 사용 장면을 참조하십시오",,,,,,,예,050-2018-8901,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001765030/archive/3521519-5ca1c26b97f8b.jpg,,,,,,,,,
酒蔵レストラン宝 東京国際フォーラム店,Sake Brewery Restaurant Takara Tokyo International Forum Store,https://retty.me/area/PRE13/ARE15/SUB1504/100000002089/,03-5223-9888,Izakaya 일본 요리 Kaiseki 요리,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
[월요일부터 금요일과 토요일]
저녁 식사 17:00-22:00 L.O. 21:00
[토양]
점심 11:30-15:00 L.O. 14:30","매주 일요일
12/31에서 1/4로 폐쇄되었습니다.","점심 : ~ 2,000 엔
저녁 식사 : ~ 8,000 엔",예,,"도쿄 국제 포럼 B1F, 3-5-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 2 분 (110m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (140m)
JR Yamanote Line / Yurakucho Station에서 도보 2 분 (160m)",,"120 석
(10 명 이상이 사용할 수 있습니다.)",예,"예
흡연실 사용 가능
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://www.musshu.jp/takara/,,,,,,"엔터테인먼트, 솔로, OK, 쌀, 점심, 개인 실, 음료수, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 쿠폰 이용 가능, 크래프트 맥주, PayPay Payment, Paypay Points, 온라인 예약 가능
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/10000002089/archive/109632-5861d6279ca1a.jpg,,,PayPay,,,,,,
おいしいおうどん つるとんたん BIS TOKYO,맛있는 Udon Tsuttontan Bis 도쿄,https://retty.me/area/PRE13/ARE15/SUB1504/100000005067/,050-5303-2739,이자카야 테이크 아웃 스시 우동,"[월요일부터 금요일까지]
 11:00-22:00 L.O. 21:00
[태양, 토요일, 휴일]
 10:30-22:00 L.O. 21:00
*우리의 상점은 항상 요청에 따라 열려 있습니다.","하루 종일 개점
새해 휴일 (확인하십시오)","점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔","비자
마스터 카드
Amex
식당
JCB","Suica, Quicpay","도쿄 건물 Tokia B1F, 2-7-3 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 2 분 (86m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 5 분 (350m)
도쿄 메트로 유라쿠코 라인 / Ginza 1-Chome 역에서 도보 5 분 (370m)",예,57 석,예,"불가능합니다
(흡연은 오후 3 시까 지 완전히 금연합니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,불가능합니다,https://www.tsurutontan.co.jp/shop/bis-tokyo/,"2,999 엔 미만의 코스","전 만점 가격 : 2,000 엔 -2,999 엔",,"술, 쇼카, 와인, 칵테일",사용 가능한 예약,"싱글 OK 점심, 점심, 점심, 저녁 식사, 데이트, 그룹 데이트, 결혼 기념일, 개인 객실 점심, 파워 카페, 온라인 예약 가능, 연말 파티, 새해 파티, 개인 룸, 작별 파티, 환영 파티
다른 사용 장면을 참조하십시오",,테이크 아웃 가능성,,"예
초등학생들은 환영합니다",,,예,03-3214-2626,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000005067/archive/637763-5cd3c9344d.jpg,,,,,"id, paypay, dpay, rakuten pay, au paypments가 허용됩니다.",,,,
アンティカ・オステリア・デル・ポンテ,Antica Osteria del Ponte,https://retty.me/area/PRE13/ARE15/SUB1504/100000055567/,03-5220-4686,이탈리아 요리 서부 요리 프랑스 요리,"[하루 종일]
점심 11:30-15:00 L.O. 13:30
저녁 식사 17 : 30-22 : 00 L.O. 19:30","하루 종일 개점
・ 시설과 동일합니다","점심 : ~ 10,000 엔
저녁 식사 : ~ 30,000 엔","비자
마스터 카드
Amex
식당
JCB","Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca, Rakuten Edy, Quicpay, AU 지갑","Marunouchi Building 36F, 2-4-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 치 요다 라인 / Nijubashimae Station에서 도보로 3 분 거리 (190m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (280m)
JR Yamanote Line / Yurakucho 역에서 도보로 9 분 (650m)","예
이웃 P (할인) 사용 가능",50 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",예,"[공식적인]
https://antickaosteriadelponte-marunouchi.foodre.jp/
https://www.anticaosteriadelponte.jp/","8,000 엔 이상의 코스",,"우리는 고기 요리, 생선 요리, 수입 재료, 현지에서 생산 된 재료, 알레르기가있는 고객을 수용 할 수 있으며, 요리사가 해외에서 훈련을 받고, 요리사가 유명한 레스토랑에서 훈련을 받고, 유명한 요리사가 준비했으며, 요리사가 매장 내 요리사를 수용 할 수 있습니다.","맥주, 와인, 위스키, 칵테일",사용 가능한 예약,"점심, 데이트, 저녁 식사, 와인 마시는 크리스마스 저녁 식사, 비 흡연, 개인 점심, 개인 객실, 점심 날짜, 기념일, 개인 실, Paypay Points 온라인 예약 가능, 연말 파티, 새해 파티, 크리스마스 2024
다른 사용 장면을 참조하십시오","보기가 좋습니다
풍경은 아름답습니다
천장이 높습니다
차분한 분위기
나이트 뷰를 볼 수 있습니다
상단에 있습니다
상업용 시설에 위치합니다","축하 가능성
휴대품 룸이 있습니다
소믈리에가 있습니다
복장 규정 포함",반 공식,불가능합니다,,,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/10000055567/archive/2840003-631949bddf6b3.jpg,https://www.instagram.com/antica_osteria_del_ponte_tokyo,"영어 이탈리아어
직원과 함께 언어 지원 메뉴가 있습니다",,https://www.facebook.com/profile.php?id=100006362484847439,,,,,
板前バル 東京駅店,메이 바루 도쿄 스테이션 상점,https://retty.me/area/PRE13/ARE15/SUB1504/100001427465/,03-6551-2680,스시 소바 (소바) 이자카야,"[하루 종일]
 11:00-23:00 L.O. 22:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
식당
JCB","Suica, Rakuten Edy, Waon","2F, 도쿄 역 Ichibangai M, 1-9-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보로 1 분 (66m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 4 분 거리 (320m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 6 분 거리 (480m)",없음,"50 석
(테이블 좌석 : 44 석)","예
(카운터 좌석 : 6 석)","불가능합니다
흡연실 사용 가능
(같은 바닥에 흡연 공간이 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",불가능합니다,,"5,000 ~ 5,999 엔 코스로 제공됩니다","5,000 엔 이상을 이용할 수 있으며 2 시간 동안 온 All-You-Can-Drink가 있습니다.",우리는 야채 요리와 생선 요리에 대해 특히 알고 있습니다,"술, 쇼카, 와인, 칵테일",사용 가능한 예약,"점심 모든 당신이 마시는 연회/음료 파티 개인 객실 약혼 저녁 식사 파티 싱글 OK Entertainment Farewell 파티 환영 파티 크리스마스 저녁 파티 새해 파티를 마시는 와인 어린이와 함께 즐거운 영어 이용 가능
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳",놀라운 응답 가능,,"예
초등학생들은 환영합니다",,,예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001427465/archive/3508292-679a50654edb.jpg,,"영어
언어 지원 메뉴가 있습니다",PayPay,,저녁 식사 : 432 엔 요금,,,,
