restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,lecture,available_drinks,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,service,dress_code,child_friendly,pet_friendly,wifi_available,phone_number,foreign_language_support,video,twitter,remarks,power_supply_available,additional_equipment,facebook,ic_card_payment,instagram,beer_maker,온라인 예약
スープストックトーキョー Echika池袋店,수프 스톡 도쿄 에키카 이케부쿠로 매장,https://retty.me/area/PRE13/ARE662/SUB66201/100000120274/,03-5952-5707,수프 카레 카페 스튜,"[하루 종일]
 7:30-22:00",명확하지 않습니다,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",비자,PayPay,"Echika Ikebukuro, 3-28-14 Nishi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Jr Yamanote Line / Ikebukuro Station에서 1 분 도보 (25m)",,24 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.soup-stock-tokyo.com/store/detail/?id=1058,,,,,,"점심, 솔로, 브런치, 세련된, 아침 식사, 저녁, 쌀, 금연, 세련된 점심, 이브닝 카페, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/24627485.jpg,,,,,,,,,
ニュー加賀屋南池袋店,새로운 Kagaya 미나미 이케부쿠로 지점,https://retty.me/area/PRE13/ARE662/SUB66202/100000120534/,03-3985-6523,이자카야 라운지,"[하루 종일]
저녁 식사 16 : 00-23 : 30 L.O. 23:00",새해 휴일 (확인하십시오),"점심 : 비즈니스 시간
저녁 식사 : ~ 3,000 엔",,PayPay,"2F Tomizawa Building, 2-23-4 미나미 비슷한 부쿠로, 토시마 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 4 분 거리 (250m)
도쿄 메트로 유라쿠코 라인 / 히가시-비스듬한 부쿠로 스테이션에서 도보 6 분 (440m)
Toei Toden Arakawa Line / Toden Zoshigaya 역에서 도보 8 분 (610m)",,44 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명",,,,,,,,"연회/음주 파티 작별 파티 환영 파티 연말 파티 새해 파티를 이용할 수있는 저녁 식사 쌀 흡연 허용 shochu 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/8748762.jpg,,,,,,,,,
個室居酒屋 Green Garden 池袋,개인 실 Izakaya Green Garden Ikebukuro,https://retty.me/area/PRE13/ARE662/SUB66201/100001201877/,03-6912-8575,이자카야,"[하루 종일]
 15:00-29:00",,"점심:-
저녁 식사 : ~ 4,000 엔",Amex,PayPay,"Nishigata Building 2F, 1-37-15 Nishiikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 2 분 거리 (110m)",,30 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,"2,999 엔 미만으로 이용할 수 있습니다",,,,"소녀의 밤, 그룹 데이트, 개인 실, 솔로 손님, 크리스마스 저녁 식사, 음료수, 와인, 세련된, 첫 번째 기차, 저녁 식사, 쌀, 비영리, 세련된, 개인 실, 그룹 데이트, 개인 실, 엔터테인먼트, 늦은 밤까지 영업합니다.
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/12785874.jpg,,,,,,,,,
肉汁水餃子餃包 池袋店,고기 주스 만두 Gyoza Ikebukuro 매장,https://retty.me/area/PRE13/ARE662/SUB66202/100001619085/,03-6384-4233,Izakaya Xiaolongbao 대만 요리,"[하루 종일]
 10:00-23:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"2F, 1-23-5 Higashi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 유라 커코 라인 / 히가시-비케이부 쿠로 스테이션에서 도보 5 분 (350m)
JR Yamanote Line / Ikebukuro 역에서 도보로 5 분 거리 (390m)
Toei Toden Arakawa Line / Toden Zoshigaya Station에서 도보 8 분 (620m)",없음,40 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
최대 40 명을 임대 할 수 있습니다
예약 할 수있는 사람의 수에 대한 최저 한도 (스탠드 스탠드 식사) 20 명
최대 40 명이 임대 할 수 있습니다 (스탠드 스탠딩 식사)",,"2,999 엔 미만, 3,000 엔 ~ 3,999 엔","ALL-YOU-CAN-DRINK 가격 : 1,000-1,999 엔, 전 ALL-YOU-CAN-DRINK 가격 : 3,000-4,999 엔, 2 시간 동안 all-you-can-drink","우리는 고기 요리, 매장 내 생산 공간 및 매장 내 준비에 대해 특히","맥주, 쇼치, 칵테일",사용 가능한 예약,"점심 All-You-Can Eat, Solo, New Year 's Party, 어린이와 함께 즐거운, 브런치, 개인 용도, 저녁 식사, 쌀, 비 흡연, 생일, Shochu, Paypay Paylain availy
다른 사용 장면을 참조하십시오","개방성이 있습니다
활발한 상점
숨는 곳
골목을 향합니다",,없음,예,불가능합니다,없음,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001619085/archive/3150817-6510dca71ec91.jpg,,,불가능합니다,,,,,,
創作酒庵 彩蔵 池袋,크리에이티브 술 아야 조라 이케부쿠로,https://retty.me/area/PRE13/ARE662/SUB66202/100001172307/,03-6907-3883,이자카야 소바 (Soba),"[하루 종일]
점심 11:00-15:00 L.O. 14:00
저녁 식사 15:00-24:00 L.O. 23:00","하루 종일 개점
새해 휴일 (확인하십시오)","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"8 층, 세인트 트로프 빌딩, 1-29-1 Higashi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 유라쿠코 라인 / 히가시-비스듬한 부쿠로 스테이션에서 도보 6 분 (430m)
JR Yamanote Line / Ikebukuro 역에서 도보로 6 분 (470m)
Toei Toden Arakawa Line / Higashi-Kikebukuro 4-Chome Station에서 도보 9 분 (700m)","없음
근처 (할인 없음) 사용 가능","172 석
(최대 30 ~ 40 명까지 이용할 수있는 개인 실)",없음,"불가능합니다
흡연실 사용 가능
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",불가능합니다,https://www.saizou-ikbukuro.tokyo/,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스","4,000 엔에서 4,999 엔으로 인한 all-you-can-drink와 5,000 엔 이상을위한 all-can-drink, 2 시간 동안 싱글 링크, 3 시간 이상 만난 링크를 포함하는 코스가 있습니다.","우리는 야채 요리, 고기 요리 및 식품 생산 공간에 특히 특히 그렇습니다. 어린이를위한 메뉴가 있으며 매장 내 메뉴가 있습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"점심, 데이트, 모든 링크, 연회 및 음주 파티, 개인 실, 독신, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 술 마시기, 주차장, 아이들과 함께 즐기기, 스타일리쉬, 영어권 가능
다른 사용 장면을 참조하십시오","개방성이 있습니다
조용한 가게
차분한 분위기
숨는 곳","놀라운 응답 가능
축하 가능성",,"예
유아 및 어린이, 유치원 어린이, 초등학생, 이유식을 가져올 수 있고, 어린이 메뉴 이용 가능",,예,,영어 중국어,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001172307/archive/319992-65658490986b9.jpg,,,예 (무료),,https://www.facebook.com/saizouikebukuro,,,,
京出汁おでんと旬菜天ぷら 鳥居くぐり 池袋店,kyoto dashi oden 및 계절 튀김 torii 지갑 Ikebukuro Store,https://retty.me/area/PRE13/ARE662/SUB66202/100001716000/,03-5962-0033,이자카야,"[하루 종일]
 16:00-24:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 5,000 엔",,PayPay,"Actiore Ikebukuro 2-26-10 Minami Ikebukuro, Toshima-Ku, 도쿄 B1F
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 3 분 거리 (230m)
도쿄 메트로 유라 커코 라인 / 히가시-비스듬한 부쿠로 스테이션에서 도보 6 분 (460m)
Toei Toen Arakawa Line / Toden Zoshigaya 역에서 도보로 8 분 (630m)",,,,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,,,,,,,,"개인 객실은 술을 즐기고 저녁 식사 흡연 허용 세련된 개인 실 개인 실 개인 실 개인 실
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36446457.jpg,,,,,,,,,
千登利,Sentori,https://retty.me/area/PRE13/ARE662/SUB66201/100000076015/,03-3971-6781,이자카야 꼬치 두부/유바 요리,"[tue-fri]
 16:30-22:30
[태양/토요일]
 16:00-22:30",매주 월요일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,,"Nishigata Building 1f, 1-37-15 Nishiikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 2 분 거리 (110m)",,30 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"혼자서 술을 마실 수 있습니다. 세련된 저녁 식사를 맛있고 저렴한 레스토랑에서 비 조화를 내지 않는 식당
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36807625.jpg,,,,,,,,,
加賀屋池袋店,Kagaya Ikebukuro 매장,https://retty.me/area/PRE13/ARE662/SUB66202/100000007770/,03-3984-1194,Izakaya Skewer Yakitori Yakisoba,"[태양, 월요일부터 금요일, 토요일]
 16:30-23:30",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,PayPay,"2F 나리사와 빌딩, 1-41-16 Higashi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 4 분 거리 (270m)
도쿄 메트로 유라 커코 라인 / 히가시-비스듬한 부쿠로 스테이션에서 도보 10 분 (750m)",,65 석,"예
(10 카운터 좌석)","예
흡연은 전체적으로 허용됩니다 (가열 담배 만 해당)
흡연실 사용 가능
(가열 된 담배는 가게에서 담배를 피울 수 있으며 흡연 부스에서 담배를 피울 수 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.syu-wa.co.jp/ikebukuro kagaya 036.htm,,,,,,"연회 및 음주 파티 싱글 싱글 파티 선별 파티 환영 파티 연말 파티 새해 파티를 마실 수 있습니다.
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/4244300.jpg,,,,,,,,,
パセラリゾーツ 池袋西口店,Pasela Resorts Ikebukuro West Exit 매장,https://retty.me/area/PRE13/ARE662/SUB66201/100000021223/,03-3987-9338,이자카야 햄버거 파르페,"[월요일부터 금요일까지, 휴일 전]
 17:00-8:30 L.O. 8:00
[태양, 토요일, 휴일]
 13:00-8:30 L.O. 8:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
식당
JCB",,"2-40-1 Ikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 3 분 거리 (170m)",,300 석,없음,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,https://www.pasela.co.jp/shop/ikebukuro_nishiguchi/,,,,,,"점심 연회 및 음주 파티 개인 방 작별 파티를 환영 파티 연말 파티 새해 파티 마시는 첫 번째 기차 저녁 식사 쌀 흡연이 허용 될 때까지 열린 나이트 룸 밤 나이트 나이트 카페가 열립니다.
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36223720.jpg,,,,,,,,,
大衆酒場 ちばチャン 池袋東口店,인기있는 바 Chibachan Ikebukuro East Exit Branch,https://retty.me/area/PRE13/ARE662/SUB66202/100001335678/,03-6907-1323,이자카야,"[하루 종일]
저녁 식사 17:00-1:00 L.O. 24:00",명확하지 않습니다,"점심 : 비즈니스 시간
저녁 식사 : ~ 2,000 엔",Amex,PayPay,"KDG Ikebukuro Building의 4 층, 1-23-6 미나미 이키 부쿠로, 토시마 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 2 분 거리 (82m)
도쿄 메트로 유라 커코 라인 / 히가시-비스듬한 부쿠로 스테이션에서 도보 8 분 (590m)",,200 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"저녁 식사, 맛있는 레스토랑, 저렴한 레스토랑, 금연 지불이 허용됩니다",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/25501517.jpg,,,,,,,,,
魚と馬刺しの専門店 魚馬る 池袋店,"물고기 및 말 사시미, Oumaru Ikebukuro 지점을위한 전문점",https://retty.me/area/PRE13/ARE662/SUB66202/100001456237/,070-1317-6789,이자카야 해산물과 해산물 핫팟,"[하루 종일]
 11:00-29:00
[정규 업무 시간] 일요일부터 목요일과 공휴일 17 : 00-24 : 00, 금요일과 토요일 및 공휴일 전날 16 : 00-24 : 00
11:00에서 16:00까지 점심 연회에 예약이 필요하며 심야 연회는 24:00에서 29:00까지 예약해야합니다.",하루 종일 개점,"점심:-
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
식당
JCB",,"11F 청동 빌딩, 1-23-11 미나미 비케이부 쿠로, 토시마 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Jr Yamanote Line / Ikebukuro Station에서 1 분 거리 (62m)
도쿄 메트로 유라쿠코 라인 / 히가시-비스듬한 부쿠로 역에서 도보 8 분 (600m)",예,150 석,없음,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 150 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 150 명",,"2,999 엔 미만, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스가 있습니다.","999 엔 미만의 all-you-drink 가격, 전적으로-링크 가격 1000-1999 엔, 전세계 점점 가격 2000-2999 엔, all-you-can-drink 가격 3000-4999 엔, 2 시간 동안, 2 시간 동안, 2 시간 동안, 전 만-캔-링크",우리는 고기 요리와 생선 요리에 대해 특히 알고 있습니다,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"점심 All-you-can-Eat all-you-can-drink 개인 룸 싱글 룸 쿠폰 이용 가능한 술 마시기 와인 어린이와 함께 즐길 수있는 와인 마시는 와인 영어 사용 가능 첫 번째 기차 저녁 식사 흡연이 허용 될 때까지 개인 오픈을 사용할 수 있습니다.
다른 사용 장면을 참조하십시오",,"놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",,예,,예,,영어 중국어,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001456237/archive/1151862-5d8f2a393ef3a.jpg,,전채 수수료 (코스 제외),사용 가능 (충전 가능),,,,,,
ー翠,- 미도리,https://retty.me/area/PRE13/ARE662/SUB66202/100000120464/,03-3985-5155,이자카야 야키토리 치킨 요리,"[하루 종일]
 14:00-24:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",Amex,PayPay,"Shinshinen Building B1, 1-1-10 Higashi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 2 분 거리 (150m)
도쿄 메트로 유라 커코 라인 / 히가시-비스듬한 부쿠로 스테이션에서 도보 8 분 (580m)",,80 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,개인 객실 저녁 식사 맛있는/저렴한 레스토랑 비 흡연 페이 페이 지불 가능,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/27732554.jpg,,,,,,,,,
満留賀,만루가,https://retty.me/area/PRE13/ARE662/SUB66202/100000037285/,03-3984-0045,소바 (Soba) Udon Rice Bowl,"[월요일부터 금요일과 토요일]
 11:00-15:00 L.O. 14:45
 17:00-22:00 L.O. 21:30",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1-36-3 Higashi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 6 분 (410m)
도쿄 메트로 유라 커코 라인 / 9 분 동안 히가시 비크 부쿠로 (710m)","예
근처 (할인 없음) 사용 가능",,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,"4,000 엔에서 4,999 엔으로 구입할 수 있습니다",,,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리",,"점심, 연회 및 음주 파티, 개인 객실, 독신, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 주차 가능, 영어권 이용 가능, 저녁 식사, 흡연 허용, 개인 실, 무료 Wifi, Shochu, 지불금 지불 가능
다른 사용 장면을 참조하십시오",,테이크 아웃 가능성,,,,예,,"영어 중국어
언어 지원 메뉴가 있습니다",https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36552710.jpg,,"상점 내부에서 흡연은 완전히 금지됩니다
상점 입구의 흡연 구역",,,,,,,
