restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,store_website,facebook,lecture,available_drinks,cooking_specialties,drinking_specialties,usage_scenes,waiting,service,wifi_available,phone_number,video,ic_card_payment,private,remarks,reservation,child_friendly,power_supply_available,instagram,twitter,foreign_language_support,dress_code,pet_friendly,additional_equipment,인근 시설
麺屋 藤しろ 目黒店,Menya Fujishiro Meguro 지점,https://retty.me/area/PRE13/ARE13/SUB704/100000697759/,03-3495-7685,라면 츠케 멘 테이크 아웃 Tonkotsu라면 소금라면,"[월요일부터 금요일과 토요일]
 11:00-23:00
[낮]
 11:00-18:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,,"San Ferista Meguro, 2-27-1 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Jr Yamanote Line / Meguro 역에서 1 분 도보 (66m)
Tokyu Meguro Line / Fudomae 역에서 도보로 12 분 (950m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 역 16 분 (1.2km)",,11 석,"예
(카운터 만)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,http://hujishiro.jp/,https://www.facebook.com/mennyafujishiro/,,,,,"점심, 솔로, 스타일리쉬, 저녁, 쌀, 맛있고, 싸고, 저렴하지 않은, 세련된, 점심
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3186332.jpg,,,,,,,,https://x.com/menya_hujishiro,,,,,
Craft Beer & Wine THE DODO HOUSE,크래프트 맥주와 와인 도도 하우스,https://retty.me/area/PRE13/ARE13/SUB704/100001346924/,03-6417-9662,크래프트 맥주 바 와인 바 현지 요리 크리에이티브 요리,"[Sun, 월요일, 화요일, 목요일, 금요일, 토요일]
 17:00-24:00",매주 수요일,"점심:-
저녁 식사 : ~ 3,000 엔",비자,,"103 St. Hills Meguro, 2-21-28 Shimomeguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보로 9 분 (690m)
Tokyu Meguro Line / Fudomae Station에서 도보로 12 분 (910m)
JR Yamanote Line / Ebisu Station 19 분 도보 (1.5km)",,"26 석
(14 개의 테이블 좌석)","예
(카운터에서 12 석)","불가능합니다
(상점 외부에 흡연 공간이 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.facebook.com/thedodohouse/,,,,,"혼자서, 와인, 저녁 식사, 흡연 없음, 공예 맥주, 캐주얼, 바삭 바삭한 파티, 바삭 바삭하고 새해 파티
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/13170915.jpg,,,,,,,,,,,,,
肉系居酒屋 肉十八番屋 目黒店,고기 이자카야 니쿠 주 차시 바니 메 구로 지점,https://retty.me/area/PRE13/ARE13/SUB704/100001491387/,03-6431-8066,이자카야 야키 니쿠 호르몬,"[월요일부터 금요일, 토요일, 휴일]
 11:30-23:30
*Gurunavi, Tabelog 및 Hot Pepper가 최신 비즈니스 상황입니다. 확인하십시오.","매주 일요일
새해 휴일 (확인하십시오)
월요일이 공휴일이라면 일요일에는 문을 열고 월요일에 문을 닫습니다. 만일을 대비하여 상점에 직접 연락 해 주셔서 감사합니다.
*2023 년 4 월과 5 월 일요일에 개장 (13 : 00-23 : 30)","점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1-5-16 메 구로, 메 구로 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 4 분 (290m)
도쿄 메 구로 라인 / 푸 도마 스테이션 13 분 도보 (1.0km)
JR Yamanote Line / Ebisu Station 17 분 도보 (1.3km)",없음,49 석,없음,"연기 분리
(흡연 좌석이 있습니다. 자세한 내용은 상점에 문의하십시오.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://e185114.gorp.jp/,https://www.facebook.com/tanakachikusan.meguro,,"3,000 엔에서 3,999 엔으로 인한 모든 코스가 포함 된 코스와 4,000 엔에서 4,999 엔을위한 모든 코스를 포함하는 코스와 5,000 엔 (5,000 엔), 2 시간 동안 올스 링크를 포함하는 모든 코스를 포함하는 코스가 있습니다.",고기 요리 전문,"맥주, 사케, 칵테일","점심으로 점심으로 마시는 연회/음료 작별 파티를 환영 파티 연말 파티 새해 파티를 마실 수 있습니다. 술을 마실 수 있습니다. 와인을 마실 수 있습니다. 아이들과 함께 즐길 수 있습니다.
다른 사용 장면을 참조하십시오",,,예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001491387/archive/1838592-5f546ca315852.jpeg,,예,,사용 가능한 예약,"예
유아, 유치원 어린이, 초등학생을 환영합니다",,https://www.instagram.com/tokyo_tanakachikusan/,,,,,,
ホルモン 関西,호르몬 칸 사이,https://retty.me/area/PRE13/ARE13/SUB704/100001013607/,03-6277-0398,이자카야 야키 니쿠 호르몬,"[하루 종일]
 18:00-26:00",매주 일요일,"점심:-
저녁 식사 : ~ 4,000 엔",Amex,PayPay,"2F Mikasa Building, 2-14-3 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 2 분 (110m)
도쿄 메트로 Namboku 라인 / 시로 카네이 스테이션에서 도보 13 분 (990m)
도쿄 메 구로 라인 / 푸 도마 스테이션 13 분 도보 (1.0km)",,"18 석
(4 테이블 x 2)","예
(10 석)","예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.facebook.com/horumonkushiyaki,,,,,"저녁 식사, 고기, 흡연 허용, 늦은 밤, 급여 지불 지불 가능",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32604400.jpg,,,,,,,,,,,,,
焼肉ギュービッグ 目黒店,야키 니쿠기구 빅 메 구로 지점,https://retty.me/area/PRE13/ARE13/SUB704/100000061480/,03-6303-9529,이자카야 야키니 쿠,"[Sun, 화요일, 금요일, 토요일]
저녁 식사 18 : 00-24 : 00 L.O. 23:00","매주 월요일
새해 휴일 (확인하십시오)
Covid-19의 행정 지침에 따라
영업일 및 시간이 바뀔 수 있습니다. 이해 해주셔서 감사합니다.","점심 : 비즈니스 시간
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",,"2f Cesar Meguro, 1-2-22 Shimomeguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 3 분 (190m)
Tokyu Meguro Line / Fudomae Station에서 도보로 12 분 (920m)
JR Yamanote Line / Gotanda Station 17 분 도보 (1.3km)",없음,45 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.ac,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스",,"우리는 고기 요리, 매우 매운 메뉴 품목, 매장 내에서 준비된 매우 매운 메뉴에 대해 특별합니다.","맥주, 쇼치, 와인, 위스키, 칵테일","데이트, 솔로, 솔로, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 마시기 와인, 저녁 식사, 저녁 식사, 쌀, 고기, 비 금연, 무료 와이파이, 마시는 쇼치, 요리, 요리, 요리, 요리, 새해 파티, 새해 파티
다른 사용 장면을 참조하십시오","활발한 상점
숨는 곳","놀라운 응답 가능
축하 가능성",예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000061480/archive/113288-5d8499e3b38c1.jpeg,,,,,"불가능합니다
유아, 유치원 어린이, 초등학생을 환영합니다",,,,,,,,
居酒屋みどり,이자카야 미도리,https://retty.me/area/PRE13/ARE13/SUB704/100000008175/,03-5475-2424,Izakaya Sushi Motsunabe Yakitori,"[월요일부터 금요일까지, 휴일 전]
 17:00-23:30 L.O. 23:00
공휴일이 토요일이나 일요일이되기 전날이 매장은 문을 닫습니다.","매주 토요일마다 일요일 휴가
새해 휴일 (확인하십시오)
공휴일이 토요일이나 일요일이되기 전날이 매장은 문을 닫습니다.","점심:-
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"2-13-41 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 2 분 (120m)
도쿄 메트로 남보쿠 라인 / 시로 카네이 스테이션에서 도보 13 분 (970m)
도쿄 메 구로 라인 / 푸 도마 스테이션 13 분 도보 (1.0km)","없음
근처 (할인 없음) 사용 가능",294 석,없음,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"전산 된 가격 : 3,000-4,999 엔, 2.5 시간의 온전한 점수","그는 고기 요리, 생선 요리 및 요리사가 유명한 식당에서 훈련을 받았으며 매장 내에서 준비했습니다.","맥주, 사케, 쇼치, 위스키, 칵테일","당신이 온전한 싱글 링크 연회 및 음주 파티 싱글 싱글은 괜찮은 작별 파티를 환영합니다. 파티 연말 파티 연말 파티 새해 파티 이용 가능한 술 마시기 주차 가능
다른 사용 장면을 참조하십시오",,,예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000008175/archive/2002558-5f8de03e28b88.jpeg,"Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca, Nanaco, Rakuten Edy, Waon, Quicpay",예,ID를 사용할 수 있습니다,,불가능합니다,불가능합니다,,,,,,TV 및 모니터 사용 가능,
居酒屋 友,이자카야 친구,https://retty.me/area/PRE13/ARE13/SUB704/100000103947/,03-3779-1500,이자카야 해산물과 해산물 요리 카포/작은 레스토랑 술 바,"[월요일부터 금요일과 토요일]
 17:00-24:00",매주 일요일과 공휴일,"점심:-
저녁 식사 : ~ 4,000 엔",불가능합니다,PayPay,"2-18-14 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 3 분 (190m)
도쿄 메 구로 라인 / 푸 도마 스테이션 14 분 도보 (1.1km)
도쿄 메트로 Namboku 라인 / 시로 카네이이 역 15 분 (1.2km)","없음
근처 (할인 없음) 사용 가능","24 석
(4x4 Tatami 테이블 (침몰 한 코타 츠)))","예
(8 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스로 구입할 수 있습니다.",,매우 매운 메뉴와 함께 야채 요리로 특별히 제작되었습니다,"맥주, 술, 쇼치, 위스키, 아와 모리가 있습니다","성인을위한 혼자, 성인을위한 은신처, 크리스마스 저녁 식사, 음료수, 주차, 어린이, 스타일리쉬, 개인, 저녁 식사, 금연, 급여 지불, 빠르고 쉬운 연말 연말 파티
다른 사용 장면을 참조하십시오",,,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34457142.jpg,,"예
예약 할 수있는 사람 수에 대한 최저 한도 (앉음) : 24 명",,사용 가능한 예약,예,불가능합니다,,,,없음,불가능합니다,,
サカバカジロ,사카 바카 지로,https://retty.me/area/PRE13/ARE13/SUB704/100001431985/,03-6455-7699,이자카야 해산물과 해산물 요리는 식사 튀김을 설정합니다,"[tue-fri]
저녁 식사 17 : 30-24 : 00 L.O. 23:00
[태양/토요일]
저녁 식사 15:00-24:00 L.O. 23:00",매주 월요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드",PayPay,"Yamahiro Building 2F, 3-3-4 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보로 3 분 거리 (230m)
도쿄 메트로 Namboku Line / Shirokanedai 역에서 도보로 12 분 (890m)
JR Yamanote Line / Gotanda Station 13 분 도보 (1.0km)",없음,"26 석
(테이블 좌석 20 개, 카운터 시트 6 개)",예,"예
완전히 흡연이 허용됩니다
(완전 흡연 허용)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스로 구입할 수 있습니다.","3,000 엔에서 3,999 엔으로 인한 싱글 링크와 4,000 엔에서 4,999 엔, 2 시간 동안 싱글 링크, 2 시간 반 동안 싱글 링크를 포함하는 코스가 포함 된 코스가 있습니다.","우리는 고기 요리, 생선 요리, 소유자-체프 및 매장 준비에 특히 중요합니다.","맥주, 사케, 쇼치, 와인, 위스키","솔로 링크 파티에 이용할 수있는 모든 냉장 연회 및 음주 파티를 환영 파티 연말 파티 새해 파티를 마실 수 있습니다. 와인을 마실 수 있습니다.
다른 사용 장면을 참조하십시오","활발한 상점
숨는 곳",축하 가능성,예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001431985/archive/2021284-5f92bc5b753bd.jpg,,"예
최대 26 명까지 임대 할 수 있습니다",,사용 가능한 예약,불가능합니다,,https://www.instagram.com/cazilo_sakaba/,https://x.com/megurocaziro,,없음,불가능합니다,TV 및 모니터 사용 가능,
韓無量,한국의 무한,https://retty.me/area/PRE13/ARE13/SUB704/100001170614/,03-6450-3661,Izakaya Samgyeopsal,"[월요일 ~ 목요일]
저녁 식사 17:00-25:00
[금]
저녁 식사 17:00-27:00
[토양]
저녁 15 : 00-27 : 00
[일요일과 휴일]
저녁 15 : 00-23 : 00",하루 종일 개점,"점심 : 비즈니스 시간
저녁 식사 : ~ 3,000 엔",불가능합니다,PayPay,"2-15-1 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro Station에서 1 분 거리 (71m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 스테이션 13 분 도보 (1.0km)
도쿄 메 구로 라인 / 푸 도마 스테이션 14 분 도보 (1.1km)",,90 석,없음,"예
(완전 흡연 허용)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,"당신이 온전한 싱글 링크 연회 및 음주 파티 싱글 싱글은 괜찮아 작별 파티를 환영 파티 연말 파티 연말 파티 새해 파티 음료 와인 저녁 식사 쌀 고기 흡연 허용 밤 늦게까지 열린 멍청한 흡연 허용
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/12536143.jpg,,,,,,,,,,,,,
水炊き・焼鳥 とりいちず酒場 目黒店,Mizutaki/Yakitori Toriichizu Bar Meguro Branch,https://retty.me/area/PRE13/ARE13/SUB704/100001510777/,03-6456-4984,이자카야 야키토리,"[하루 종일]
 12:00-28:00
*24 시간 (오전 4 시까 지 개장)
* 오후 10시와 마감 사이에 상점을 방문하는 고객은 늦은 밤 수수료 10%가 청구됩니다.",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Sun Plaza Meguro B1, 2-15-1 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 1 분 도보 (68m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 스테이션 13 분 도보 (1.0km)
도쿄 메 구로 라인 / 푸 도마 스테이션 13 분 도보 (1.0km)",없음,90 석,예,"불가능합니다
(흡연 부스 이용 가능 (종이 담배 OK))
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://toriichizu.net/shoplist/134/,,,,,,"점심으로 점심으로 먹는다 당신이 냉담한 싱글 싱글 싱글 OK farewell party 새해 파티를 마시는 첫 번째 기차 저녁 식사 쌀을 마실 때까지 와인을 마시십시오.
다른 사용 장면을 참조하십시오",,,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001510777/archive/2996231-63fdacdbc64f8.png,,,,,,,,,,,,,
こめの家 目黒,Kome No Ie Meguro,https://retty.me/area/PRE13/ARE13/SUB704/100001311131/,03-6459-3297,Izakaya Yakitori 일본 요리 해산물 및 해산물 요리 닭 요리 Soba (Soba),"[하루 종일]
저녁 식사 17:00-23:30",하루 종일 개점,"점심 : 비즈니스 시간
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"타카기 건물 1st Bardement Floor, 2-15-14 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 2 분 (91m)
Tokyu Meguro Line / Fudomae Station에서 도보 13 분 (990m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 스테이션 13 분 도보 (1.0km)",없음,47 석,없음,"예
(완전 흡연 허용)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,,,"3,000 엔 -3,999 엔, 2 시간 동안 싱글 링크를 포함하는 모든 과정이 있습니다.",,일본어를 사용할 수 있습니다,"싱글 링크 연회/음주 파티 싱글을위한 개인 실
다른 사용 장면을 참조하십시오",활발한 상점,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/1254973.jpg,,,,사용 가능한 예약,,,,,,,,,
ルーツ,뿌리,https://retty.me/area/PRE13/ARE13/SUB704/100001207679/,03-6277-3449,이자카야 비스트로,"[월요일부터 금요일까지]
점심 11 : 30-15 : 00 L.O. 14:00
[월요일 ~ 금요일, 토요일, 휴일 전 및 휴일 전]
저녁 식사 18:00-2:00 L.O. 1:30",매주 일요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",,"1F 요시다 빌딩, 2-11-2 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 3 분 (190m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 스테이션 14 분 도보 (1.1km)
도쿄 메 구로 라인 / 푸 도마 스테이션 도보 15 분 (1.1km)",예,22 석,,"예
(흡연 허용)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,,,,,,"점심, 여자의 밤, 모든 링크, 개인 실, 싱글 객실, 크리스마스 저녁 식사, 저녁 식사, 저녁 식사, 저녁 식사, 흡연 허용, 개인 객실, 점심, 여자 밤, 개인 객실 엔터테인먼트, 무료 Wi-Fi, 늦은 밤에 오픈, 쇼치, 캐주얼
다른 사용 장면을 참조하십시오",,,예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100001207679/archive/132343-5de8948caa132.png,,,2-4 명을 위해 예약하는 경우 식당에 전화하여 예약을하십시오.,,,,,,,,,,
