restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,ic_card_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,facebook,lecture,available_drinks,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,service,dress_code,child_friendly,pet_friendly,power_supply_available,wifi_available,phone_number,foreign_language_support,additional_equipment,video,qr_code_payment,store_website,instagram,remarks,인근 시설,twitter,beer_maker
カジュアルイタリアン Ren,캐주얼 이탈리아 렌,https://retty.me/area/PRE13/ARE15/SUB1503/100001382087/,03-3527-2262,이탈리아 음식 파스타 피자,"[월요일부터 금요일까지, 휴일 전]
 11:30-14:30 L.O. 14:00
 17:30-23:00 L.O. 22:00",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
Amex",,"진주 빌딩 1F, 2-14 Nihonbashi Daidenmacho, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 코 덴 마흐 코 스테이션에서 도보 2 분 (120m)
Jr Sobu Main Line / Shin-Nihonbashi Station에서 도보로 4 분 거리 (280m)
JR Sobu Main Line / Bakurocho Station에서 도보로 7 분 거리 (520m)",,44 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 저녁, 저녁 식사, 금연, 급여 지불 지불 가능",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/27812768.jpg,PayPay,,,,,,
TESORO,테소로,https://retty.me/area/PRE13/ARE15/SUB1503/100000283792/,03-3249-1400,이탈리아 피자 와인 바,"[월요일부터 금요일까지]
점심 11 : 45-14 : 00
저녁 18:00-22:30
[일요일과 휴일]
점심 12:00-14:00
[낮]
저녁 18 : 00-21 : 00
[축하해요]
 18:00-21:00","매주 토요일
오후 10시 이후에 입장 할 수 있습니다","점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",Amex,,"Domes Nihonbashi Daidenmacho Building 1f, 11-12 Nihonbashi Daidenmacho, Chuo-Ku, Tokyo
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 코 덴 마흐 코 스테이션에서 도보 3 분 (200m)
Jr Sobu Main Line / Bakurocho 역에서 도보로 5 분 (360m)
Toei Shinjuku Line / Bakuro Yokoyama Station에서 도보 5 분 (370m)",,"20 석
(18 테이블 좌석)","예
(카운터에서 4 석)","불가능합니다
(흡연 없음 (상점 밖에서 재떨이))
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 솔로, 크리스마스 저녁 식사, 세련된 저녁, 저녁 식사, 쌀, 금연, 세련된 점심, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/11576595.jpg,PayPay,,,,,https://x.com/aranaia09150216,
さくら井,사쿠라이,https://retty.me/area/PRE13/ARE15/SUB1503/100000095912/,03-3270-1139,스시 카포/작은 레스토랑 일본 요리,"[월요일부터 금요일까지]
저녁 식사 18:00-22:00 L.O. 21:00
영업 시간은 하루에 따라 다를 수 있습니다
마감 시간은 하루에 따라 다를 수 있습니다
점심 사업은 2023 년 1 월부터 잠시 마감됩니다.","매주 일요일과 공휴일
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)
저녁 식사 시간은 다양합니다
*우리는 토요일과 일요일에 불규칙적으로 폐쇄 될 것입니다.","점심 : ~ 2,000 엔
저녁 식사 : ~ 8,000 엔",예,,"1F, Blue Mark83, 1-2-16 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 니혼 바시 (도쿄) 역에서 도보로 1 분 거리 (40m)
Mitsukoshimae Station (190m)에서 도쿄 메트로 진 자 라인 / 도보 3 분",예,"18 석
(뒷면에 반 개인 방을 사용하려면 전화로 상점에 연락하십시오.)",예,"불가능합니다
(상점 입구에서 구입할 수 있음)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,,,,,,,"날짜, 소녀의 밤, 결혼 기념일, 개인 실, 독신, 성인 은신처, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 술 마시기, 와인, 저녁 식사, 저녁, 비 흡연, 생일, 개인 실, 스타일리쉬 개인 룸
다른 사용 장면을 참조하십시오",,,,,,,예,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000095912/archive/2090048-5fb201790c5a0.png,PayPay,,,,,,
おけいすし 日本橋高島屋新館店,Okei Sushi Nihonbashi Takashimaya New Building Store,https://retty.me/area/PRE13/ARE15/SUB1503/100000526932/,03-3281-7868,"초밥, 쌀 그릇, 해산물 그릇, 소바 (Soba)","[태양, 월요일부터 금요일, 토요일]
 11:00-21:30",하루 종일 개점,"점심 : ~ 4,000 엔
저녁 식사 : ~ 4,000 엔",예,,"2-4-1 Nihonbashi Chuo-ku, 도쿄 Nihonbashi Takashimaya New Building 6f
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 2 분 거리 (160m)
도쿄 메트로 히비야 라인 / 카야 바차 스테이션에서 도보로 5 분 (370m)",,19 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 저녁 식사, 저녁 식사, 맛있고 저렴한 레스토랑, 금연",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36282429.jpg,,,,,,,
日本橋群八,Nihonbashi 그룹 8,https://retty.me/area/PRE13/ARE15/SUB1503/100000080279/,03-3662-6188,초밥,"[월요일부터 금요일까지]
 17:00-23:00 L.O. 22:00
[토양]
 11:30-14:00",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 8,000 엔",,,"오타 빌딩 1F, 4-13 요코코 아 마코, 니혼 바시, 도쿄 쿠오 쿠
큰지도를보십시오","■ 스테이션에서 접근
Toei Shinjuku Line / Bakuro Yokoyama Station에서 도보 1 분 (10m)
Jr Sobu Main Line / Bakurocho Station에서 1 분 도보 (10m)
Toei Asakusa Line / Higashi-Nihonbashi Station에서 도보로 3 분 거리 (220m)",,,,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,점심 개인 객실을 이용할 수있는 저녁 식사 쌀 흡연 허용 개인 방 점심 개인 실 엔터테인먼트,,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33445283.jpg,,,,,,,
梅丘寿司の美登利 日本橋店,Umeoka Sushi Midori Nihonbashi 지점,https://retty.me/area/PRE13/ARE15/SUB1503/100001437119/,03-6262-5484,초밥 테이크 아웃,"[하루 종일]
 10:30-20:30
테이크 아웃 10 : 30-21 : 00","매년 1 월 1 일
・ 시설과 동일합니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",예,,"Nihonbashi Takashimaya S.C. New Building B1F, 2-5-1 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 2 분 거리 (85m)
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보 5 분 (340m)",,9 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 저녁 식사, 저녁 식사, 금연",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34842752.jpg,,https://www.sushinomidori.co.jp/shops/nihonbashi/,,,,,
福寿司,후쿠 스시,https://retty.me/area/PRE13/ARE15/SUB1503/100000011319/,03-3278-8844,초밥,"[하루 종일]
저녁 식사 17:00-23:00
요리 L.O. 22:20 음료 L.O. 22:30",명확하지 않습니다,"점심 : 비즈니스 시간
저녁 식사 : ~ 8,000 엔",Amex,,"1-4-4 Yaesu, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 2 분 거리 (84m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 3 분 거리 (170m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (260m)",,29 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"저녁 식사, 흡연 허용",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/10524991.jpg,,,,,,,
繁乃鮨,시게노 스시,https://retty.me/area/PRE13/ARE15/SUB1503/100000711454/,03-3241-3586,초밥,"[월요일부터 금요일까지]
 11:00-13:30
 17:00-21:00",매주 토요일마다 일요일 휴가,"점심 : ~ 4,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Takaneya Building 1f, 1-4-13 Nihonbashi Honmachi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 미츠코시마 역에서 도보로 3 분 거리 (220m)
Jr Sobu Main Line / Shin-Nihonbashi Station에서 도보로 5 분 (340m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 6 분 거리 (460m)",,40 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,"점심, 개인 실, 저녁 식사, 쌀, 비 금연, 개인 실, 점심, 급여 지불 지불 수락",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36352397.jpg,PayPay,,,,,,
築地寿司岩 日本橋三越本店紅はし店,Tsukiji Sushiiwa Nihonbashi Mitsukoshi 메인 매장 Benihashi 지점,https://retty.me/area/PRE13/ARE15/SUB1503/100000080398/,03-3276-7070,초밥,"[하루 종일]
 10:00-20:00",하루 종일 개점,"점심 : ~ 4,000 엔
저녁 식사 : ~ 8,000 엔",예,,"1-4-1, Nihonbashi Murachi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보 2 분 (94m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 4 분 거리 (280m)
Jr Sobu Main Line / Shin-Nihonbashi Station에서 도보 4 분 (300m)",,"8 석
(카운터 만)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,점심 브런치 저녁 식사 저녁 식사 비 흡연,,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/23571829.jpg,,,,,,,
美家古寿司,비야 쿠 스시,https://retty.me/area/PRE13/ARE15/SUB1503/100000012021/,03-3271-8788,초밥,"[월요일부터 금요일까지]
 11:00-14:00
* 매진 되 자마자 끝납니다",매주 토요일마다 일요일 휴가,"점심 : ~ 2,000 엔
저녁:-",,,"2-9-7 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 1 분 거리 (68m)
도쿄 메트로 히비야 라인 / 카야 바차 스테이션에서 도보로 5 분 (340m)
도쿄 메트로 긴자 라인 / 미츠코시마 역에서 도보로 5 분 거리 (350m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 솔로, 세련된, 금연, 세련된 점심",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35483137.jpg,,http://ww25.miyako-zushi.com/?subid1240826-1610-2524-b6b0-bda54728f3eb,,,,,
すし処 伴,초밥 장소,https://retty.me/area/PRE13/ARE15/SUB1503/100000714607/,03-3278-1644,스시 이자카야,"[월요일부터 금요일까지]
 11:30-13:00
 17:00-23:00
[토양]
 17:00-22:00","매주 일요일과 공휴일
공휴일 전날","점심 : ~ 1,000 엔
저녁 식사 : ~ 6,000 엔","비자
Amex
식당
JCB",,"1-5-21 Yaesu, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 2 분 (160m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 3 분 거리 (190m)
도쿄 메트로 마루치 라인 / 오타 마치 (도쿄) 역에서 도보로 3 분 거리 (200m)",,45 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.facebook.com/sushi dokoro-ban-tomo-201806913198935/,,,,,,"점심, 솔로, 엔터테인먼트, 크리스마스 저녁 식사, 음료수, 세련된, 저녁 식사, 쌀, 금연, 세련된 점심
다른 사용 장면을 참조하십시오",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28085867.jpg,,,,,,,
寿司 魚がし日本一 八重洲仲通り店,일본 야 에스 나카 도리 지점에서 스시어 생선 가시 1 번,https://retty.me/area/PRE13/ARE15/SUB1503/100001303623/,03-3527-9728,초밥 해산물과 해산물 요리 테이크 아웃,"[월요일부터 금요일까지]
 11:00-23:00
[태양, 토요일, 휴일]
 11:00-22:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,,"1f Daizen Building, 2-2-20 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 2 분 거리 (85m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 4 분 거리 (260m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (310m)",,"18 석
(스탠드 스탠딩)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,"점심, 개인 객실, 싱글 룸, 체리 꽃보기, 체리 꽃보기, 세련된, 저녁 식사, 저녁 식사, 맛있는 레스토랑, 저렴한 레스토랑, 비영리, 개인 객실, 세련된 점심, 세련된 개인 객실, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/24258039.jpg,PayPay,https://www.susinippan.co.jp/locations/,,,,,
まぐろ人 別庵 日本橋店,참치 베츠안 Nihonbashi 지점,https://retty.me/area/PRE13/ARE15/SUB1503/100001420148/,03-3548-8690,초밥,"[하루 종일]
점심 11:00-15:00 L.O. 14:30
[월요일부터 금요일까지, 휴일 전]
저녁 식사 17:00-23:00 L.O. 22:00
[태양, 토요일, 휴일]
저녁 식사 17:00-22:00 L.O. 21:00",명확하지 않습니다,"저녁 식사 : ~ 3,000 엔",예,,"Coredo Nihonbashi의 4 층, 1-4-1 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 니혼 바시 (도쿄) 역에서 도보로 1 분 거리 (28m)
도쿄 메트로 긴자 라인 / 미츠코시마 역에서 도보로 3 분 거리 (210m)",,63 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,"점심, 개인 실, 싱글 OK, 저녁 식사, 저녁 식사, 맛있는 레스토랑, 저렴한 레스토랑, 비 흡연, 개인 실, 세련된 점심, 세련된 개인 실, 요리 및 연말 파티, 요리 및 새해 파티
다른 사용 장면을 참조하십시오",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36646858.jpg,,http://www.tksgroup.jp/result/?bland=tunaten 초밥 튜나,,,,,
鮨 山沖,스시 야마노키,https://retty.me/area/PRE13/ARE15/SUB1503/100000009806/,03-5201-8009,초밥 해산물과 해산물,"[월요일부터 금요일까지]
 17:00-22:00",매주 토요일마다 일요일 휴가,"점심 : ~ 3,000 엔
저녁 식사 : ~ 15,000 엔",Amex,,"1-12-14 Nihonbashi Murachi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보 2 분 (110m)
Jr Sobu Main Line / Shin-Nihonbashi Station에서 도보로 5 분 (340m)
도쿄 메트로 진 자 라인 / 니혼 바시 (도쿄) 역에서 도보 5 분 (380m)",,7 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"저녁 식사, 금연",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36282963.jpg,,http://sushiyamaoki.cocolog-nifty.com/,,,,,
和氣 旬,와키 쇼크,https://retty.me/area/PRE13/ARE15/SUB1503/100001698496/,03-6281-9929,초밥 일본 음식,"[Tue, thu, sat, 축하, 축하 전]
저녁 식사 18:00-23:00 L.O. 21:00
[태양, 수요일, 금요일]
점심 12:00-15:00 L.O. 13:00
예약이 필요합니다","매주 월요일
휴일 (불규칙한 휴일)
일요일 저녁 식사가 가능합니다","점심 : ~ 20,000 엔
저녁 식사 : ~ 30,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Nihonbashi Daikotsuken Building 2F, 1-4-15 Nihonbashi Honmachi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보로 3 분 거리 (170m)
Jr Sobu Main Line / Shin-Nihonbashi Station에서 도보로 5 분 (360m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 6 분 거리 (420m)",예,8 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 저녁 식사, 저녁 식사, 엔터테인먼트, 와인, 연말 파티, 새해 파티, 세련된, 성인 은신처, 음주, 금연, 세련된 점심, 무료 Wi-Fi
다른 사용 장면을 참조하십시오",,,,,,,예,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100001698496/archive/3432730-671a14db5082b.jpeg,,,,,,,
鮨 一條,초밥 이치호,https://retty.me/area/PRE13/ARE15/SUB1503/100001296352/,03-6661-1335,초밥,"[Sun, 월요일, 화요일, 목요일, 금요일, 토요일 및 공휴일]
 12:00-14:00
 17:00-21:30",매주 수요일,"점심 : ~ 6,000 엔
저녁 식사 : ~ 60,000 엔",Amex,,"오쿠다 빌딩 1F, 3-1-3 Higashi-Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Shinjuku Line / Bakuro Yokoyama Station에서 도보로 3 분 거리 (170m)
Jr Sobu Main Line / Bakurocho 역에서 도보로 3 분 거리 (170m)
Toei Asakusa Line / Higashi-Nihonbashi Station에서 도보로 4 분 거리 (270m)",,10 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 솔로, 엔터테인먼트, 크리스마스 저녁 식사, 음료수, 저녁 식사, 쌀, 비 조화, 고급스러운 크리스마스, 크리스마스 2024
다른 사용 장면을 참조하십시오",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/30601151.jpg,,,,,,,
