restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,address,entrance,parking,seats,counter_seats,smoking,private_room,store_website,instagram,twitter,usage_scenes,child_friendly,wifi_available,phone_number,video,qr_code_payment,drinking_specialties,waiting,dress_code,remarks,ic_card_payment,private,facebook,lecture,available_drinks,cooking_specialties,reservation,service,power_supply_available,foreign_language_support,pet_friendly,additional_equipment,쇼핑 직무 정보,온라인 예약,beer_maker
NB CLUB,NB 클럽,https://retty.me/area/PRE13/ARE2/SUB201/100000048434/,050-5262-9899,비스트로 식당,"[월요일부터 금요일과 토요일]
저녁 식사 17:00-23:00 L.O. 21:00
주말에는 점심이 오후 2 시부 터 전날 예약이 이루어진 경우에만 개장합니다.",매주 일요일,"점심 : ~ 3,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
JCB","Nakajima Shoji Building B2F, 8-5-6 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 5 분 거리 (370m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 7 분 거리 (520m)
Toei Mita Line / Uchisai-Cho Station 7 분 도보 (540m)",,70 석,예,"불가능합니다
흡연실 사용 가능
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,"[공식적인]
https://nbclub-ginza.foodre.jp/",,,"저녁 식사, 데이트, 개인 실, 저녁 식사, 기념일, 크리스마스 저녁 식사, 모든 링크, 개인, 연말 파티, 새해 파티, 작별 파티, 환영 파티, 생일, 크래프트 맥주, 점심 시간, 세련된
다른 사용 장면을 참조하십시오",,,03-3571-7636,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000048434/archive/2197767-6006afd2ec2ed.jpg,,,,,,,,https://www.facebook.com/nbclub/,,,,,,,,,,,,
個室会席 北大路 銀座本店,개인 룸 Kaiseki Kitaoji Ginza 메인 스토어,https://retty.me/area/PRE13/ARE2/SUB201/100000737426/,03-3575-0707,"일본 요리, 사시미, 푸구 요리, 일본 요리, 일본 요리, 햄버거","[월요일부터 금요일까지]
점심 11 : 30-14 : 00 L.O. 13:00
저녁 식사 17:00-22:30 L.O. 21:00
[토양]
점심 11 : 30-15 : 00 L.O. 13:00
저녁 식사 17:00-21:00 L.O. 19:00
*일요일과 공휴일에는 근처의 Kyobashi Saryo 도쿄 스테이션 매장을 사용하십시오.","매주 일요일과 공휴일
여름과 새해 휴일 (Ginza 개인 실, 엔터테인먼트, 일본 요리, 회의, 연회, 점심, 신바시)","점심 : ~ 3,000 엔
저녁 식사 : ~ 15,000 엔","비자
마스터 카드
Amex
식당
JCB","두 번째 우루 와시 빌딩, 8-5-12 Ginza, Chuo-Ku, 도쿄 B1F 및 2F
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (130m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 (280m)","없음
근처 (할인 없음) 사용 가능","150 석
((완전히 개인 실 (2 ~ 30 명), 카운터에서 8 석))))))))))","예
(8 석)","예
(흡연 분리기는 카운터에서 금연 좌석입니다. 미리 이것을 알고 있습니다.
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",https://www.kitaohji.co.jp/ginza/,,,"점심 모든 란드 링크 연회/음주 파티 개인 방 약혼 저녁 파티 싱글 OK Entertainment Farewell 파티 환영 파티 크리스마스 저녁 파티 새해 파티 술을 마시는 것은 아이들과 함께 즐거운 주차장이 있습니다.
다른 사용 장면을 참조하십시오","예
어린이 메뉴 사용 가능",예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000737426/archive/659681-5c18de527e2e6.jpg,PayPay,"맥주, 사케, 쇼치, 와인","조용한 가게
차분한 분위기",,,,,,"8,000 엔 이상의 코스","2 시간 동안 당신이 다루는 모든 링크, 2.5 시간 동안 당신은 모두 링크됩니다","우리는 야채 요리, 생선 요리 및 생산 성분에 대해 특히 알레르기, 채식 메뉴, 어린이 메뉴 및 매장 내 준비를 수용 할 수 있습니다.",사용 가능한 예약,"놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",,"영어 중국어
직원과 함께 언어 지원 메뉴가 있습니다",불가능합니다,,,,
馳創吼龍,Chiso Koryu,https://retty.me/area/PRE13/ARE2/SUB201/100001465856/,03-6876-3389,Kaiseki Cuisine Kaiseki 요리,"[하루 종일]
 11:30-15:30 L.O. 14:00
 18:00-21:30",명확하지 않습니다,"점심 : ~ 6,000 엔
저녁 식사 : ~ 30,000 엔",Amex,"Sunrit Ginza Building III 5F, 5-14-14 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히가시 긴자 역에서 도보 2 분 (140m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (330m)
Toei Oedo Line / Tsukiji Market Station에서 도보로 5 분 거리 (390m)",,16 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명",https://chisou-koryu.jp/,,,"점심, 개인 실, 약혼 저녁 식사 파티, 독신, 엔터테인먼트, 크리스마스 저녁 식사, 저녁 식사, 저녁 식사, 비 흡연, 개인 실 점심, 개인 룸 엔터테인먼트
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28462940.jpg,,,,,,,,,,,,,,,,,,,,
Rui,루이,https://retty.me/area/PRE13/ARE2/SUB201/100001683873/,03-3572-6299,이자카야 바,"[태양, 월요일부터 금요일, 토요일]
 11:00-28:00",,"점심:-
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB","Lape 2 건물, 8-5-26 Ginza, Chuo-Ku, 도쿄, 2 차 지하실 층
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (260m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (380m)
Toei Oedo Line / Shiodome 역에서 도보로 6 분 (410m)",예,"35 석
(5F : 최대 12 명, B2F : 최대 35 명)",예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,"작별 파티, 식사, 솔로, 저녁 식사, 늦은 밤에 개장, 흡연 허용, 첫 번째 기차, 웰컴 파티, 새해 파티, 무료 Wi-Fi, 애프터 파티, 음료 쇼치, 약혼 저녁 식사, 엔터테인먼트, 크리스마스 저녁, 스타일리시, 개인 점심까지 문을 엽니 다.
다른 사용 장면을 참조하십시오",,예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001683873/archive/34227-670dfcb5408e3.jpg,,,,,,,,,,,,,,,,,,,,
日本焼肉 はせ川 銀座本店,일본 야키 니쿠 하세가와 진 자 메인 매장,https://retty.me/area/PRE13/ARE2/SUB201/100001315329/,03-6264-5177,야키니쿠 일본 요리 스테이크,"[월요일부터 금요일까지]
저녁 식사 17:00-24:00 L.O. 23:00
[태양, 토요일, 휴일]
점심 11 : 30-16 : 00
저녁 식사 16:00-24:00 L.O. 23:00",불규칙한 휴일,"점심 : ~ 4,000 엔
저녁 식사 : ~ 15,000 엔",Amex,"Ginza 646 Building 2F, 6-4-6 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보 2 분 (130m)
JR Yamanote Line / Yurakucho 역에서 도보로 3 분 거리 (220m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 3 분 거리 (220m)",,52 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://www.nihonyakiniku-hasegawa.com/,,,"점심, 연회 및 음주 파티, 개인 객실, 약혼 저녁 식사 파티, 싱글 OK, 엔터테인먼트, 작별 파티, 환영 파티, 크리스마스 저녁, 연말 파티, 새해 파티, 마시기, 세련된, 저녁, 쌀, 흡연 허용, 개인 방, 점심
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/14085636.jpg,,,,,,,,,,,,,,,,,,,,
BAR L'essentiel,바 L 'Essentiel,https://retty.me/area/PRE13/ARE2/SUB201/100000030752/,03-3575-1211,바 와인 바 식당 바,"[월요일부터 금요일과 토요일]
 18:00-28:00
[일요일과 휴일]
 14:00-23:00","하루 종일 개점
새해 공휴일에만 문을 닫았습니다","점심 : ~ 8,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","4 층, 키 쿠무라 빌딩, 7-2-11 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (330m)
JR Yamanote Line / Shinbashi Station에서 도보로 5 분 (350m)
JR Yamanote Line / Yurakucho Station에서 도보로 5 분 (370m)",,"30 석
(12 개의 카운터 좌석, 12 개의 테이블 좌석, 6 명을위한 개인 실 1 개)",예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명",http://www.lessentiel.co.jp/,,,"연회 및 음주 파티 개인 방 작별 파티를 환영 파티 연말 파티 새해 파티 와인 첫 번째 기차 저녁 식사가 늦은 밤에 허용 될 때까지 열려 있습니다.
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/24420150.jpg,,,,,,,,,,,,,,,,,,,,
銀座 こびき,진 자 코비키,https://retty.me/area/PRE13/ARE2/SUB201/100000080406/,050-5462-8344,이자카야 해산물과 해산물 요리 일본 음식,"[월요일부터 금요일까지]
저녁 식사 17:00-23:00 L.O. 22:00
[토양]
저녁 식사 17:00-22:00 L.O. 21:00","매주 일요일과 공휴일
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)","점심 : ~ 1,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","6-16-6 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히가시 기시 지노자 역에서 도보로 4 분 (250m)
Tsukiji Market Station (280m)에서 Toei Oedo Line / 도보 4 분
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (380m)","없음
근처 (할인 없음) 사용 가능",65 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상","[공식적인]
https://ginza-kobiki.foodre.jp/",https://www.instagram.com/daishi_k.kobiki3/,,"엔터테인먼트 점심, 저녁 식사, 개인 실, 연회 및 음주 파티, 쌀, 약혼 저녁 식사 파티, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 세련된, 비 흡연, 개인 실, 점심, 세련된 개인 객실, 세련된 개인 실
다른 사용 장면을 참조하십시오",,예,03-3541-6077,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000080406/archive/3600059-681b1a8cab10b.jpg,PayPay,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","차분한 분위기
골목을 향합니다",없음,,,예,https://www.ac,"8,000 엔 이상의 코스",,"우리는 야채 요리, 생선 요리, 매장 내에서 준비된 것입니다.",사용 가능한 예약,축하 가능성,,,불가능합니다,,,,
銀座すゞ木,Ginza Suzu Tree,https://retty.me/area/PRE13/ARE2/SUB201/100001325733/,03-6264-6717,프랑스 바,"[Sun, 월요일부터 수요일, 토요일 및 공휴일]
 17:00-23:00
[Thu/Gold]
 17:00-1:00",불규칙한 휴일,"점심:-
저녁 식사 : ~ 30,000 엔","비자
마스터 카드
Amex
식당
JCB","Higashigo Building 2F, 7-3-16 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 (280m)
JR Yamanote Line / Yurakucho 역에서 도보로 5 분 (330m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 5 분 (330m)",,8 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://ginzasuzuki.com/,,,"어린이, 개인 저녁 식사, 금연을 즐기십시오","예
어린이 메뉴 이용 가능, 알레르기 음식을 사용할 수 있습니다",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/14309925.jpg,,"맥주, 술, 와인, 위스키, 칵테일","조용한 가게
차분한 분위기
숨는 곳",,,,예,,"8,000 엔 이상의 코스",,"우리는 야채 요리, 고기 요리, 생선 요리, 수입 재료, 현지에서 생산 된 재료, 알레르기, 채식 메뉴, 어린이 메뉴, 요리사가 해외에서 훈련을 받고, 요리사는 유명한 식당에서 훈련 경험, 주인 요리사 및 매장 준비를 할 수 있습니다.",사용 가능한 예약,"놀라운 응답 가능
축하 가능성",,,불가능합니다,,,,
銀座 和郷,진 자와 고,https://retty.me/area/PRE13/ARE2/SUB201/100001524756/,03-3538-6563,카이세키 요리 일본 요리,"[Sun, 화요일, 금요일, 토요일, 공휴일 및 휴일 전]
저녁 식사 18:00-23:00 L.O. 21:00","매주 월요일
월요일에 문을 닫고 다른 불규칙한 휴일","점심 : 비즈니스 시간
저녁 식사 : ~ 15,000 엔","비자
마스터 카드
Amex
식당
JCB","4-12-1 Ginza, Chuo-Ku, 도쿄, Vort Ginza East II, 10 층
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히가시 긴자 역에서 도보 2 분 (91m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 (260m)
도쿄 메트로 유라쿠코 라인 / Ginza 1-Chome 역에서 도보 5 분 (340m)",없음,"14 석
(6 개의 카운터 좌석, 개인 실 1 개 (2-4 명))","예
(카운터에서 6 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명",https://ginza-wakyo.com/,,,개인 룸 저녁 식사 라이스 비 흡연,불가능합니다,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001524756/archive/1405726-5e255001dece3.jpeg,,"맥주, 사케, 쇼치, 와인",,,,,불가능합니다,https://www.facebook.com/team.wakyo/,,,"우리는 야채 요리, 고기 요리, 생선 요리, 수입 재료, 현지에서 생산 된 재료, 알레르기, 소유자 및 매장 준비가있는 고객에게 수용 할 수 있습니다.",예약이 필요합니다,소믈리에가 있습니다,,,불가능합니다,,,,
BAR L'essentiel,바 L 'Essentiel,https://retty.me/area/PRE13/ARE2/SUB201/100000030752/,03-3575-1211,바 와인 바 식당 바,"[월요일부터 금요일과 토요일]
 18:00-28:00
[일요일과 휴일]
 14:00-23:00","하루 종일 개점
새해 공휴일에만 문을 닫았습니다","점심 : ~ 8,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","4 층, 키 쿠무라 빌딩, 7-2-11 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (330m)
JR Yamanote Line / Shinbashi Station에서 도보로 5 분 (350m)
JR Yamanote Line / Yurakucho Station에서 도보로 5 분 (370m)",,"30 석
(12 개의 카운터 좌석, 12 개의 테이블 좌석, 6 명을위한 개인 실 1 개)",예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명",http://www.lessentiel.co.jp/,,,"연회 및 음주 파티 개인 방 작별 파티를 환영 파티 연말 파티 새해 파티 와인 첫 번째 기차 저녁 식사가 늦은 밤에 허용 될 때까지 열려 있습니다.
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/24420150.jpg,,,,,,,,,,,,,,,,,,,,
銀座 真田,Ginza Sanada,https://retty.me/area/PRE13/ARE2/SUB201/100001176732/,03-5537-7355,소바 (소바) 카이세키 요리,"[하루 종일]
점심 11:00-16:00
저녁 식사 16:00-22:00 L.O. 21:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex","3F Noco Building, 5-6-5 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보 1 분 (36m)
도쿄 메트로 히비야 라인 / Higashi Ginza 역에서 도보로 1 분 거리 (39m)",,50 석,예,"불가능합니다
(그들은 당신에게 휴대용 재떨이를 빌려줄 것입니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://ginza-sanada.com/,,,"점심, 데이트, 솔로, 크리스마스 저녁 식사, 음료수, 와인, 세련된, 저녁 식사, 쌀, 비 흡연, 점심 날짜, 세련된, 점심, 빠른 연말 파티, 빠르고 신선한 새해 파티
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36910906.jpg,,,,,,,,,,,,,,,,,,,,
NB CLUB,NB 클럽,https://retty.me/area/PRE13/ARE2/SUB201/100000048434/,050-5262-9899,비스트로 식당,"[월요일부터 금요일과 토요일]
저녁 식사 17:00-23:00 L.O. 21:00
주말에는 점심이 오후 2 시부 터 전날 예약이 이루어진 경우에만 개장합니다.",매주 일요일,"점심 : ~ 3,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
JCB","Nakajima Shoji Building B2F, 8-5-6 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 5 분 거리 (370m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 7 분 거리 (520m)
Toei Mita Line / Uchisai-Cho Station 7 분 도보 (540m)",,70 석,예,"불가능합니다
흡연실 사용 가능
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,"[공식적인]
https://nbclub-ginza.foodre.jp/",,,"저녁 식사, 데이트, 개인 실, 저녁 식사, 기념일, 크리스마스 저녁 식사, 모든 링크, 개인, 연말 파티, 새해 파티, 작별 파티, 환영 파티, 생일, 크래프트 맥주, 점심 시간, 세련된
다른 사용 장면을 참조하십시오",,,03-3571-7636,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000048434/archive/2197767-6006afd2ec2ed.jpg,,,,,,,,https://www.facebook.com/nbclub/,,,,,,,,,,,,
