restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,instagram,lecture,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,wifi_available,phone_number,video,available_drinks,service,dress_code,child_friendly,pet_friendly,power_supply_available,foreign_language_support,additional_equipment,qr_code_payment,facebook,twitter,remarks,ic_card_payment,쇼핑 직무 정보,beer_maker,온라인 예약
新楽寿司,신 라쿠 초밥,https://retty.me/area/PRE13/ARE2/SUB1601/100001095814/,03-3431-3662,초밥,"[월요일부터 금요일까지, 휴일 전]
 11:00-15:00
 17:00-22:30 L.O. 22:00",매주 토요일마다 일요일 휴가,"점심:-
저녁 식사 : ~ 10,000 엔",Amex,"3-21-2 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 1 분 (64m)
Toei Oedo Line / Shiodome 역에서 도보로 2 분 (150m)",,14 석,,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 저녁, 쌀, 흡연 허용",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/29947070.jpg,,,,,,,,,,,,,,,,
金太炉酒場,Kinta Ro Bar,https://retty.me/area/PRE13/ARE2/SUB1601/100001582564/,050-5462-7778,이자카야,"[하루 종일]
 12:00-24:00
봐라. 23:30
음료 l.o.23 : 00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,"B1, 3-18-1 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (110m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (210m)","없음
근처 (할인 없음) 사용 가능",50 석,예,"예
완전히 흡연이 허용됩니다
(흡연 부스 가능)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",예,"[공식적인]
https://kintarosakaba.foodre.jp/",,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스로 구입할 수 있습니다.","우리는 야채 요리, 고기 요리, 생선 요리 및 채식 메뉴에 대해 특별합니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"개인 실
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳",예,03-6670-2312,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001582564/archive/3539981-67c918a30c30c.jpg,"ALL-YOU-CAN-DRINK 가격 : 1,000-1,999 엔, 3,000-3,999 엔 All-You-Can-Drink 코스에는 4,000-4,999 엔에 대한 All-You-Can-Drink, All-You-Can-Drink 코스에는 5,000 엔세를위한 All-You-Can-Drink가 포함되어 있습니다.","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",,,,예 (무료),,프로젝터 포함,PayPay,,,*신용 카드는 4 월 1 일부터 사용할 수 있습니다,,,,
カラオケの鉄人 新橋店,가라오케 테츠 준 신바시 지점,https://retty.me/area/PRE13/ARE2/SUB1601/100001477322/,03-6721-5522,식당 바,"[하루 종일]
 12:00-30:00",,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB","Astil Building 5F, 3-12-3 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (190m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (300m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 거리 (300m)",없음,316 석,없음,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,"PayPay 지불 가능. PayPay 포인트를 얻습니다. 온라인 예약 가능. 연말 파티. 새해 파티. 작별 파티. 파티를 환영합니다. 개인 실. 점심을 마신다.
다른 사용 장면을 참조하십시오",,예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001477322/archive/323731-65980424b80c0.jpg,,,,,,,,,PayPay,,,,,,,
肉割烹 牛弁慶 新橋総本店,고기 카포 우시 벤케이 신바시 메인 매장,https://retty.me/area/PRE13/ARE2/SUB1601/100000009358/,050-5304-1427,이자카야 테이크 아웃,"[하루 종일]
저녁 식사 17:00-23:30 L.O. 22:30
[태양, 토요일, 휴일]
점심 11:30-14:30 L.O. 14:00",하루 종일 개점,"점심 : ~ 3,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","Momoyama Building 1f, 3-18-7 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (130m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (230m)",예,"35 석
(11 개 카운터 좌석, 타타미 방을위한 4-20 석)",예,"불가능합니다
(흡연은 외부 Chabuta에서 이용 가능)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명",,,,,고기 요리 전문,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리",사용 가능한 예약,"점심 시간, 저녁 식사, 아이들과 함께 즐거운, 술을 마시기, 점심 날짜, 개인 실 엔터테인먼트, 데이트, 성인 가이성, 쿠폰, 쿠폰 제공, 급여표 포인트, 온라인 예약 가능, 연말 파티, 새해 파티, 세련된
다른 사용 장면을 참조하십시오",,예,03-3459-9318,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000009358/archive/2490429-6156666666666666666666666666666666666666666666666666667.jpg,"ALL-YOU-CAN-DRINK 가격 : 1,000 엔 -1,999 엔, 2 시간의 모든 곡선","놀라운 응답 가능
축하 가능성
테이크 아웃 가능성
배송 가능",,예,,,,,,,,,,,,
金葉 新橋店,카나바 신바시 상점,https://retty.me/area/PRE13/ARE2/SUB1601/100001761681/,050-5462-7785,이자카야 샤부 샤무,"[하루 종일]
 11:00-24:00 L.O. 23:00
봐라. 요리 23:00 음료 23:30",하루 종일 개점,"점심:-
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB","3-21-36F, 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 1 분 (64m)
Toei Oedo Line / Shiodome 역에서 도보 2 분 (130m)",없음,"46 석
(앉을 때 50 명)",없음,"연기 분리
(담배를 끊으려면 전화 통화 만 받아들입니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",예,"[공식적인]
https://kinyo-shimbashi.foodre.jp/",,,,,사용 가능한 예약,"개인 실
다른 사용 장면을 참조하십시오",,없음,03-6368-3417,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001761681/archive/3541492-67ca618a227ec.jpg,,,,,,,,,PayPay,,,,,,,
Giglio,Giglio,https://retty.me/area/PRE13/ARE2/SUB1601/100000015093/,050-5461-9112,이탈리아 파스타,"[월요일부터 금요일, 토요일, 휴일]
점심 11:00-15:00 L.O. 14:00
저녁 식사 17:00-23:00 L.O. 21:30","매주 일요일
일요일 (불규칙적 인 매월 마감)","점심 : ~ 2,000 엔
저녁 식사 : ~ 10,000 엔",예,"Shinbashi Daiichi Building, 6-9-2 신바시, 미나토 쿠, 도쿄 B1F
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Shiodome 역에서 도보로 6 분 (450m)
Toei Mita Line / Onarimon Station에서 도보로 6 분 (470m)
JR Yamanote Line / Shinbashi Station에서 도보로 7 분 거리 (520m)",,"28 석
(2 명을위한 10 개의 테이블, 6-8 명을위한 1 개의 반 개인 공간)",없음,"불가능합니다
(흡연 구역은 입구에서 이용 가능)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,"[공식적인]
https://giglio-shinbashi.foodre.jp/
https://giglio.jp/",,,,,,"저녁 식사, 점심, 데이트, 성인의 은신처, 세련된, 크리스마스 저녁 식사, 연말 파티, 모든 욕구, 와인 마시는 개인 실, 새해 파티, 비영리, 개인 실, 개인 실, 점심 날짜, 세련된 점심
다른 사용 장면을 참조하십시오",,,03-3438-0748,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000015093/archive/2276599-6050735f14cc0.jpg,,,,,,,,,,,,,,,,
和食 喜多郎,일본 요리 키타로,https://retty.me/area/PRE13/ARE2/SUB1601/100001752103/,050-5462-7789,"일본 요리, 해산물 및 해산물 요리, 이자카야","[월요일부터 금요일까지]
저녁 식사 17:00-23:00 L.O. 22:00","매주 토요일마다 일요일 휴가
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)","점심 : 비즈니스 시간
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
JCB","19th Daikyo Building, 5-9-7, 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 5 분 거리 (380m)
Toei Oedo Line / Shiodome 역에서 도보로 6 분 (480m)
Toei Mita Line / Onarimon Station에서 도보로 7 분 거리 (500m)","없음
근처 (할인 없음) 사용 가능",17 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명",예,"[공식적인]
https://washoku-kitarou.foodre.jp/",https://www.instagram.com/kitakichieats,"6,000 엔에서 6,999 엔 코스, 7,000 엔에서 7,999 엔 코스, 8,000 엔 이상이 있습니다.","우리는 야채 요리, 생선 요리, 매장 내에서 준비된 것입니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"개인 실, 라이스, 솔로, 저녁 식사, 엔터테인먼트, 개인, 환영 파티, PayPay 지불 가능, 세련된, 급여 지불 포인트 받기, 온라인 예약 가능
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳",예,03-5422-1860,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001752103/archive/3534129-67c14131fa39.jpg,,"놀라운 응답 가능
축하 가능성",,,,,,,PayPay,,,"적격 송장 (송장)에 대해 영수증을 발행 할 수 있습니다.
*최신 등록 상태의 경우, 국가 세금 기관의 송장 시스템 자격 송장 발행 회사를 확인하거나 매장에 문의하십시오.

- 개인 실은 4 명을 위해 테이블 ​​좌석까지 블라인드가있는 반 개인 객실로 사용할 수 있습니다.
・ 지불 방법도 사용할 수 있습니다.
Dpay, Rakuten Pay, AU Pay, Alipay, Wechat Pay
・ 10%의 서비스 수수료를 청구합니다.
*예약을 위해 전화로 저희에게 연락하십시오","Suica, Quicpay",,,
ミートデミート ニュー新橋ビル店,Meet de Meet New Shinbashi Building Store를 만나십시오,https://retty.me/area/PRE13/ARE2/SUB1601/100001606293/,050-5462-7777,이자카야,"[하루 종일]
 12:00-24:00 L.O. 23:30",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB","3f New Shinbashi Building, 2-16-1 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (85m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (180m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (340m)",없음,50 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",예,"[공식적인]
https://meatdemeat-newshimbashibiru.foodre.jp/",,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스","우리는 야채 요리, 고기 요리, 생선 요리 및 채식 메뉴에 대해 특별합니다.","맥주, 쇼치, 칵테일",사용 가능한 예약,"마시는 점심 개인 객실 쌀 페이 페이 지불 이용 가능 마시면 술 마시기 와인 연회 및 마시는 파티 고기 shochu get paypay points 온라인 예약 가능
다른 사용 장면을 참조하십시오",조용한 가게,없음,03-6670-8961,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100001606293/archive/3546490-67d07d0f8a84d.jpg,"3,000 엔에서 3,999 엔으로 인한 모든 코스가 포함 된 코스와 4,000 엔에서 4,999 엔을위한 모든 코스를 포함하는 코스와 5,000 엔 (5,000 엔), 2 시간 동안 올스 링크를 포함하는 모든 코스를 포함하는 코스가 있습니다.","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다
소믈리에가 있습니다
테이크 아웃 가능성
배송 가능",,,,,,,PayPay,,,,,,,
金葉 新橋店,카나바 신바시 상점,https://retty.me/area/PRE13/ARE2/SUB1601/100001761681/,050-5462-7785,이자카야 샤부 샤무,"[하루 종일]
 11:00-24:00 L.O. 23:00
봐라. 요리 23:00 음료 23:30",하루 종일 개점,"점심:-
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB","3-21-36F, 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 1 분 (64m)
Toei Oedo Line / Shiodome 역에서 도보 2 분 (130m)",없음,"46 석
(앉을 때 50 명)",없음,"연기 분리
(담배를 끊으려면 전화 통화 만 받아들입니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",예,"[공식적인]
https://kinyo-shimbashi.foodre.jp/",,,,,사용 가능한 예약,"개인 실
다른 사용 장면을 참조하십시오",,없음,03-6368-3417,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001761681/archive/3541492-67ca618a227ec.jpg,,,,,,,,,PayPay,,,,,,,
京の里久 新橋,교토 Satohisa Shinbashi,https://retty.me/area/PRE13/ARE2/SUB1601/100001747625/,050-5462-6081,이자카야 스시 해산물과 해산물 요리 야키토리,"[하루 종일]
 11:00-24:00 L.O. 23:30
전화 문의 (11 : 00-23 : 00)
*우리는 전화를 순서대로 응답 할 것이므로 전화를 걸지 않고 기다리십시오. (더 이상 23:00부터 연결할 수 없습니다)
*수의 사람들의 변경에 관한 취소 정책에 대해 통지 할 때는 위 시간 내에 확실히 알려주십시오.",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
JCB","3F 신바시 SP 빌딩, 3-22-3, 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (110m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (170m)","없음
근처 (할인 없음) 사용 가능",130 석,없음,"연기 분리
(흡연 분리 (파티션 없음) 완전히 개인 실에서 흡연 분리가 가능합니다.
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 30 명","[공식적인]
https://kyounorikyu-shinbashi.foodre.jp/",,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스로 구입할 수 있습니다.",우리는 고기 요리와 생선 요리에 대해 특히 알고 있습니다,"맥주, 사케, 쇼치, 와인, 칵테일",사용 가능한 예약,"점심, 점심, 개인 실, 쌀, 저녁 식사, 전후-마감, 환영 파티, 캐주얼, 페이 페이 포인트 받기, 온라인 예약 가능
다른 사용 장면을 참조하십시오","활발한 상점
차분한 분위기
숨는 곳",예,03-6635-1085,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100001747625/archive/3356628-668ba03ea4188.jpg,"ALL-YOU-CAN-DRINK 가격 : 1,000 엔 -1,999 엔, 3 시간 이상 동안 온 맨 링크","놀라운 응답 가능
축하 가능성",없음,예,,,,"프로젝터, TV 및 모니터 사용 가능",,,,*고객 만족도를 향상시키기 위해 비밀 조사에서 추첨에 협력 할 것을 요청합니다! 계정은 지정된 고객에게 무료입니다.,,,,
金太炉酒場,Kinta Ro Bar,https://retty.me/area/PRE13/ARE2/SUB1601/100001582564/,050-5462-7778,이자카야,"[하루 종일]
 12:00-24:00
봐라. 23:30
음료 l.o.23 : 00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,"B1, 3-18-1 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (110m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (210m)","없음
근처 (할인 없음) 사용 가능",50 석,예,"예
완전히 흡연이 허용됩니다
(흡연 부스 가능)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",예,"[공식적인]
https://kintarosakaba.foodre.jp/",,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스로 구입할 수 있습니다.","우리는 야채 요리, 고기 요리, 생선 요리 및 채식 메뉴에 대해 특별합니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"개인 실
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳",예,03-6670-2312,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001582564/archive/3539981-67c918a30c30c.jpg,"ALL-YOU-CAN-DRINK 가격 : 1,000-1,999 엔, 3,000-3,999 엔 All-You-Can-Drink 코스에는 4,000-4,999 엔에 대한 All-You-Can-Drink, All-You-Can-Drink 코스에는 5,000 엔세를위한 All-You-Can-Drink가 포함되어 있습니다.","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",,,,예 (무료),,프로젝터 포함,PayPay,,,*신용 카드는 4 월 1 일부터 사용할 수 있습니다,,,,
