restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,remarks,cooking_specialties,reservation,usage_scenes,wifi_available,video,ic_card_payment,facebook,lecture,available_drinks,drinking_specialties,waiting,service,dress_code,child_friendly,pet_friendly,power_supply_available,phone_number,instagram,foreign_language_support,additional_equipment,twitter,beer_maker,인근 시설
すし屋 銀蔵 浜松町ハマサイト店,Sushiya Ginzo Hamamatsucho Hamasite 매장,https://retty.me/area/PRE13/ARE16/SUB1602/100001474391/,03-6381-5986,초밥,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
저녁 식사 17:00-23:00 L.O. 22:30
[토양]
저녁 식사 17:00-21:30 L.O. 21:00",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔",,PayPay,"Shiodome Building 2F, 1-2-20 Kaigan, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Hamamatsucho Station 3 분 도보 (230m)
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 4 분 거리 (260m)
Yurikamome / Takeshiba Station에서 도보로 6 분 (410m)",,,,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,,https://www.danke-bros.co.jp/store/ginzo/index.html,,,,"점심, 저녁 식사, 흡연 허용, 급여 지불 지불 허용",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32727443.jpg,,,,,,,,,,,,,,,,,,
宇多美寿司,Utami Sushi,https://retty.me/area/PRE13/ARE16/SUB1602/100000703069/,03-3433-3636,"초밥, 쌀 그릇, 사시미","[월요일부터 금요일까지]
 11:00-14:00
[월]
 16:30-23:00
[tue-fri]
 17:00-22:30","매주 토요일마다 일요일 휴가
∎ 오전 11 시경에 열립니다","점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",불가능합니다,,"2-2-3 Hamamatsucho, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 2 분 거리 (130m)
JR Yamanote Line / Hamamatsucho Station 3 분 도보 (210m)
Toei Mita Line / Shibakoen Station 7 분 도보 (560m)",,70 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://utamizushi.gorp.jp/,,,,"점심, 개인 실, 싱글 룸, 크리스마스 저녁 식사, 세련된 저녁 식사, 저녁 식사, 쌀, 흡연 허용, 개인 실, 점심, 세련된, 개인 실, 개인 실, 엔터테인먼트
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36261257.jpg,,,,,,,,,,,,,,,,,,
寿司 濱芝,스시 하마 시바,https://retty.me/area/PRE13/ARE16/SUB1602/100000750527/,03-5400-1111,초밥 사시미,"[태양, 월요일부터 금요일, 토요일]
 11:30-14:30
 17:00-21:30",하루 종일 개점,"점심 : ~ 10,000 엔
저녁 식사 : ~ 20,000 엔",Amex,,"프린스 파크 타워 도쿄 B1F, 4-8-1 시바코엔, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Akabanebashi Station 4 분 도보 (280m)
Toei Mita Line / Shibakoen Station 4 분 도보 (300m)
Toei Mita Line / Onarimon Station에서 도보로 8 분 (570m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,"점심, 개인 객실, 약혼 저녁 식사 파티, 싱글 OK, 엔터테인먼트, 크리스마스 저녁 식사, 세련된, 저녁 식사, 쌀, 비 흡연, 개인 객실, 세련된 점심, 세련된 개인 객실, 개인 실, 고급 크리스마스
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31568400.jpg,,,,,,,,,,,,,,,,,,
太志寿司,타이시 스시,https://retty.me/area/PRE13/ARE16/SUB1602/100000021597/,03-3433-2005,초밥,"[월요일부터 금요일과 토요일]
 11:30-13:30
 17:00-22:00",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 6,000 엔",Amex,,"1f, 1-7-3 시바 다이몬, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 2 분 거리 (120m)
Toei Mita Line / Onarimon Station에서 도보로 5 분 (350m)
JR Yamanote Line / Hamamatsucho Station 6 분 도보 (430m)",,,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,,,예약:,,,"점심, 저녁 식사, 저녁 식사, 금연",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36905359.jpg,,,,,,,,,,,,,,,,,,
すし処 宮葉,스시 도코로 미야하,https://retty.me/area/PRE13/ARE16/SUB1602/100000035989/,03-3431-3880,"초밥, 젤리, 사시미","[월요일부터 금요일, 토요일, 휴일 전]
점심 11:30-13:00
[월요일부터 금요일까지, 휴일 전]
저녁 식사 17:00-21:00
[토양]
저녁 식사 17:00-20:00",매주 일요일과 공휴일,"점심 : ~ 6,000 엔
저녁 식사 : ~ 30,000 엔",Amex,PayPay,"2-11-8 Hamamatsucho, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Hamamatsucho Station 3 분 도보 (170m)
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 4 분 거리 (320m)
Yurikamome / Hinode Station에서 도보로 8 분 (590m)",,8 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 솔로, 엔터테인먼트, 크리스마스 저녁, 세련된 저녁 식사, 저녁 식사, 쌀, 비 조화, 세련된 점심, 이브닝 카페, PayPay Paylain availy
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/27771207.jpg,,,,,,,,,,,,,,,,,,
鮨 浩也,초밥 히로야,https://retty.me/area/PRE13/ARE16/SUB1602/100001545666/,03-6432-0593,초밥 일본 요리 해산물 및 해산물 일본 요리 카포/작은 요리,"[월요일부터 금요일과 토요일]
저녁 식사 18:00-23:00 L.O. 22:30",매주 일요일,"점심 : 비즈니스 시간
저녁 식사 : ~ 20,000 엔","비자
마스터 카드
Amex",,"1-9-5-1F Hamamatsucho, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 4 분 거리 (260m)
JR Yamanote Line / Hamamatsucho Station 5 분 도보 (340m)
Toei Mita Line / Onarimon Station에서 도보로 7 분 거리 (530m)",없음,9 석,"예
(9 개의 카운터 좌석이 있습니다.)","불가능합니다
(모든 좌석은 금연합니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"우리는 생선 요리, 요리사가 해외에서 훈련했으며, 요리사는 유명한 식당에서 훈련을 받았으며, 요리사는 유명한 식당에서 훈련을 받았으며, 유명한 요리사가 요리하고, 매장 내 준비를했습니다.",사용 가능한 예약,"연회 및 음주 파티 참여 저녁 식사 파티 싱글 OK Entertainment Farewell 파티를 환영 파티를 환영합니다. 크리스마스 저녁 식사 연말 파티 새해 파티를 마시는 새해 파티는 아이들과 함께 즐거움을 마시고 세련된 저녁 쌀을 흡연하는 럭셔리 크리스마스.
다른 사용 장면을 참조하십시오",없음,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001545666/archive/1742946-5f02e82c7587e.jpg,,,"8,000 엔 이상의 코스",,일본어를 사용할 수 있습니다,"조용한 가게
차분한 분위기
숨는 곳",,없음,"예
초등학생들은 환영합니다",불가능합니다,불가능합니다,,,,,,,
米作,쌀,https://retty.me/area/PRE13/ARE16/SUB1602/100000085745/,03-3431-6065,"초밥, 쌀 그릇, 해산물 그릇, 사시미","[월요일부터 금요일까지, 휴일 전]
점심 11 : 30-14 : 00 L.O. 14:00
저녁 식사 17:30-22:00 L.O. 21:00","매주 토요일마다 일요일 휴가
점심은 재료가 다 떨어지 자마자 끝납니다.","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔",불가능합니다,,"2-8-4 Shibadaimon, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 3 분 거리 (200m)
Toei Mita Line / Shibakoen Station 5 분 도보 (350m)
JR Yamanote Line / Hamamatsucho Station 6 분 도보 (420m)",,20 석,"예
(6 개의 L 자식 좌석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 저녁 식사, 저녁 식사, 금연",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36893793.jpg,,,,,,,,,,,,,,,,,,
たぬきすし,타누키 스시,https://retty.me/area/PRE13/ARE16/SUB1602/100000750985/,03-3432-3794,초밥 쌀 그릇 테이크 아웃,"[월요일부터 금요일까지]
점심 11:00-14:00
저녁 식사 17:15-22:00",매주 토요일마다 일요일 휴가,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",,,"2-9-15 Shibadaimon, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Shibakoen Station 4 분 도보 (310m)
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 5 분 거리 (330m)
JR Yamanote Line / Hamamatsucho Station 6 분 도보 (450m)",,15 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,신용 카드 저녁 식사 만 가능합니다,,,"점심, 저녁 식사, 쌀, 금연, 세련된 점심",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/17551158.jpg,,,,,,,,,,,,,,,,,,
おかめ鮨,오카임 스시,https://retty.me/area/PRE13/ARE16/SUB1602/100000085791/,03-3432-6293,초밥,,,"점심:-
저녁 식사 : ~ 10,000 엔",Amex,PayPay,"2-3-2 시바 다데몬, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 1 분 거리 (50m)
Jr Yamanote Line / Hamamatsucho Station 5 분 도보 (330m)
Toei Mita Line / Onarimon 역에서 도보로 6 분 (480m)",,,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,맛있는 레스토랑과 저렴한 식당 흡연은 급여 지불 지불이 가능합니다.,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/21889404.jpg,,,,,,,,,,,,,,,,,,
寿司トおでんにのや 大門店,오덴 니노야 다이몬 지점에서 초밥,https://retty.me/area/PRE13/ARE16/SUB1602/100001645660/,03-6452-8771,초밥 오덴 일본 음식,"[월요일부터 금요일까지, 휴일 전]
저녁 식사 16:00-23:00 L.O. 22:30
[태양, 토요일, 휴일]
저녁 식사 15:00-23:00 L.O. 22:30","하루 종일 개점
새해 휴일 (확인하십시오)","점심 : 비즈니스 시간
저녁 식사 : ~ 5,000 엔",Amex,,"Daisan Takachiho Building의 1F, 1-15-1 Shibadaimon, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 1 분 거리 (48m)
JR Yamanote Line / Hamamatsucho Station 5 분 도보 (370m)
Toei Mita Line / Onarimon Station에서 도보 6 분 (410m)",없음,40 석,"예
(스탠드 스탠딩 및 의자 좌석 이용 가능)","불가능합니다
흡연실 사용 가능
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,예,,,우리는 생선 요리에 대해 특히 그렇습니다,사용 가능한 예약,"개인 저녁 식사, 비 흡연, 세련된, Merrikuri Christmas 2024, Japanese Sake 즐기십시오",없음,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3498830.jpg,,,,,"맥주, 사케, 쇼치, 위스키",,,,,불가능합니다,,,https://www.instagram.com/sushitooden_ninoya_daimon/,,,,,
立喰い鮨 浩也,서있는 초밥 히로야,https://retty.me/area/PRE13/ARE16/SUB1602/100001739332/,03-5843-8775,초밥,"[월요일부터 금요일까지]
점심 12:00-14:00
저녁 식사 17:00-22:00
[태양, 토요일, 휴일]
 12:00-22:00",불규칙한 휴일,"점심 : ~ 8,000 엔
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1-4-4 Shibadaimon, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 3 분 거리 (170m)
JR Yamanote Line / Hamamatsucho Station 6 분 도보 (410m)
Toei Mita Line / Onarimon Station에서 도보 6 분 (410m)",없음,11 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,예,"[공식적인]
https://tachiguisushi-hiroya.foodre.jp/","전자 자금 이용 가능 : (운송 전자 돈 (Suica 등), Rakuten Edy, Nanaco, Waon, Id, Quicpay)
이용 가능한 QR 코드 지불 : (PayPay, DPay, Rakuten Pay, AU Pay)",생선 요리 전문,사용 가능한 예약,"점심, 저녁, 싱글, 라이스 페이 페이 지불 이용 가능 크리스마스 2024 고급스러운 크리스마스 연말 파티 새해 파티 get paypay points 온라인 예약 가능 인기 상점
다른 사용 장면을 참조하십시오",없음,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100001739332/archive/3375984-66b3748de2219.jpg,,,,,,,,,,,,,,,,,,
本格手打もり家 東京店,진정한 수제 쌀 농부 도쿄 상점,https://retty.me/area/PRE13/ARE16/SUB1602/100001444552/,050-5304-1373,우동,"[월요일부터 금요일과 토요일]
점심 11:00-15:00 L.O. 14:30
[월요일부터 금요일까지]
저녁 식사 17:30-22:00 L.O. 21:30
팔리 자마자 끝납니다
자세한 내용은 공식 웹 사이트를 확인하십시오.
자세한 내용은 공식 FB를 확인하십시오.","매주 일요일과 공휴일
가게가 닫히면 상점에 확인하십시오.
자세한 내용은 공식 웹 사이트를 확인하십시오.
자세한 내용은 공식 FB를 확인하십시오.","점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Hamamatsucho 우수한 건물, 2f Ponte Setoumi, 2-6-5 Hamamatsucho, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Hamamatsucho Station에서 도보 2 분 (100m)
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 3 분 거리 (230m)
Toei Mita Line / Shibakoen Station에서 도보로 9 분 (650m)","없음
근처 (할인 없음) 사용 가능",24 석,"예
(8 석)","불가능합니다
흡연실 사용 가능
(상점 외부에는 공유 흡연 구역이 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (좌석) : 15 명
최대 24 명을 임대 할 수 있습니다","[공식적인]
https://moriya-tokyo.foodre.jp/
https://moriya-tokyo.jp/","사용 가능
PayPay aupay dpay","우리는 생산 구역, 유명한 요리사가 요리하고 매장 준비에 대해 특히",저녁 식사 시간에만 사용할 수 있습니다,"점심, 싱글 인력 급여 지불 지불금이 가능합니다.
다른 사용 장면을 참조하십시오",예,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001444552/archive/1936045-5f7f34025b022.jpg,"Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca, Nanaco, Rakuten Edy, Waon, Quicpay",https://www.facebook.com/authentic Handmade Moriya Tokyo Store-2201183990115496/,"3,000 엔 ~ 3,999 엔 코스, 5,000 ~ 5,999 엔 코스로 구입할 수 있습니다.","ALL-YOU-CAN-DRINK 가격 : 2,000 엔 -2,999 엔, 코스에는 5,000 엔 이상의 잉크, 한 시간 반 동안 싱글 링크가 포함됩니다.","맥주, 사케, 쇼치","개방성이 있습니다
천장이 높습니다
차분한 분위기
숨는 곳
상업용 시설에 위치합니다","테이크 아웃 가능성
배송 가능",없음,"예
유아, 유치원 어린이, 초등학생을 환영합니다",불가능합니다,예 (무료),03-5843-7767,,,,,,
焼肉529.,야키니쿠 529.,https://retty.me/area/PRE13/ARE16/SUB1602/100001691050/,050-5462-3323,야키니 쿠이자 카야,"[월요일 ~ 금요일, 토요일, 휴일 전 및 휴일 전]
 17:00-23:00 L.O. 22:00",매주 일요일,"점심:-
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"2-3-8 시바 디몬, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 3 분 거리 (170m)
JR Yamanote Line / Hamamatsucho Station 5 분 도보 (390m)
Toei Mita Line / Shibakoen Station 5 분 도보 (390m)",없음,44 석,,"연기 분리
흡연실 사용 가능
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명
7 명 이상",예,https://gj3d800.gorp.jp/,,고기 요리 전문,사용 가능한 예약,"저녁 식사, 개인 실, 어린이, 저녁 식사, 소녀의 밤, 쿠폰이 제공되는 즐거움, 이용 가능, 새해 파티, 환영 파티, 크리스마스 2024 년, 성인 연말 파티, 세련된, 메리 쿠리, All-You-Can-Drink, 새해 파티, Paypay Points Get Paypay Points
다른 사용 장면을 참조하십시오",예,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001691050/archive/3074758-64814a659831e.jpg,"Suica, Quicpay",,"4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 7,000 ~ 7,999 엔 코스로 제공됩니다.",,"술, 쇼치, 와인",,,,예,,,03-6432-0022,https://www.instagram.com/yakiniku529._daimon/,,,,,
和牛一頭流 焼肉家 肉萬 浜松町店,와규 쇠고기 원 스타일 야키 니쿠야 니쿠만 하마 마츠 cho 지점,https://retty.me/area/PRE13/ARE16/SUB1602/100000727065/,050-5461-3613,야키니쿠 테이크 아웃,"[월요일부터 금요일과 토요일]
저녁 식사 17:00-23:00 L.O. 22:30
[일요일과 휴일]
점심 12:00-15:00 L.O. 14:30
저녁 식사 17:00-22:30 L.O. 22:00
영업 시간은 하루에 따라 다를 수 있습니다
마감 시간은 하루에 따라 다를 수 있습니다
항상 우리 가게를 사용해 주셔서 감사합니다. 우리는 매우 죄송하지만 12 월 31 일부터 1 월 2 일까지 문을 닫을 것이며 1 월 3 일부터 평소와 같이 문을 열 것입니다. 우리는 12 월 30 일에 일반 영업 시간보다 일찍 문을 닫을 것입니다. 우리는 전화로 응답 할 것입니다. 매우 감사합니다.",하루 종일 개점,"저녁 식사 : ~ 6,000 엔",예,PayPay,"1-23-6 Hamamatsucho, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Hamamatsucho Station 3 분 도보 (240m)
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 4 분 거리 (250m)
Yurikamome / Takeshiba 역에서 도보로 9 분 (700m)",,40 석,예,"연기 분리
흡연은 전체적으로 허용됩니다 (가열 담배 만 해당)
(2 층에만 가열 된 담배)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://yakiniku-nikuman.foodre.jp/,,,,"음식, 성인 은신처, 세련된, 기념일, 점심 날짜, 모든 멍청한, 고기, 연말 파티, 점심, 크리스마스 저녁 식사, 여자 밤, 날짜, 결혼, 파티, 결혼 기념일, 그룹 데이트, 솔로 환영 파티, 작별 파티
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000727065/archive/21725-5fc5b2b753429.png,,https://www.facebook.com/chishenshaoroutohorumchurouwan/,,,,,,,,,,03-3436-2925,,,,,,
