restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,ic_card_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,instagram,lecture,available_drinks,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,service,dress_code,child_friendly,wifi_available,phone_number,foreign_language_support,video,pet_friendly,power_supply_available,remarks,twitter,facebook,additional_equipment,beer_maker,쇼핑 직무 정보,온라인 예약
酒場シナトラ 恵比寿店,사카바 시나트라 에비 수 지점,https://retty.me/area/PRE13/ARE7/SUB701/100001468159/,03-6451-0688,Izakaya obanzai 닭 요리 두부 요리/유바 요리 kappo/작은 레스토랑 해산물/해산물 요리 사시미,"[월요일부터 금요일까지]
 17:00-1:00 L.O. 24:00
[태양, 토요일, 휴일]
 16:00-24:00 L.O. 23:00
영업 시간은 하루에 따라 다를 수 있습니다
마감 시간은 하루에 따라 다를 수 있습니다
자세한 내용은 공식 FB를 확인하십시오.
테이크아웃
[하루 종일] 15 : 00-20 : 00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",Amex,PayPay,,"Joile Ebisu B1F, 2-1-4 Ebisu Nannan, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 2 분 거리 (90m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 7 분 거리 (510m)
도쿄 메트로 히비야 라인 / Nakameguro 역에서 도보 12 분 (910m)","없음
근처 (할인 없음) 사용 가능",50 석,"예
(1-12 명)","불가능합니다
(상점 외부의 흡연 구역)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,https://www.bistro-jill.com/,,,,"우리는 야채 요리, 고기 요리, 생선 요리, 수입 재료 및 현지 농산물에 특히 중요합니다.","맥주, 사케, 와인",사용 가능한 예약,"날짜 all-you-can-drink 연회/음료 파티 싱글을위한 개인 실
다른 사용 장면을 참조하십시오",개방성이 있습니다,테이크 아웃 가능성,,예,없음,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001468159/archive/99021-5d146fe8f16a.jpg,불가능합니다,,,,,,,,
KICHIRI 恵比寿,키치리 에비 수,https://retty.me/area/PRE13/ARE7/SUB701/100000003453/,03-5791-1119,이자카야 바 파스타,"[하루 종일]
저녁 식사 17:00-23:00 L.O. 22:00
우리는 도쿄의 규칙에 따라 운영 될 것입니다.",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
Amex
식당
JCB",PayPay,,"1-8-12 Ebisu, Shibuya-Ku, 도쿄, Q Ebis Plaza 6f
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 1 분 (30m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 10 분 (760m)
JR Yamanote Line / Shibuya Station 15 분 도보 (1.1km)",없음,"220 석
((개인 연회장, 최대 60 명까지!))))))))",없음,"불가능합니다
(테라스에서 허용되는 흡연 *비가 오면 사용할 수 없습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 40 명
예약 할 수있는 제한된 수의 사람들 : 60 명",https://www.kichiri.co.jp/japanstyle/ebisu/,,"3,000-3,999 엔 코스, 4,000-4,999 엔 코스, 5,000-5,999 엔 코스, 6,000-6,999 엔 코스, 7,000-7,999 엔 코스, 8,000 엔 또는 더 많은 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 3,000 엔 -4,999 엔, 2 시간 동안 all-you-can-drink, 3 시간 이상 동안 싱글 링크","우리는 야채 요리, 고기 요리, 생선 요리, 수입 재료, 현지에서 생산 된 재료 및 유기농 야채에 특히 중요합니다.","맥주, 술, 와인, 위스키, 칵테일",사용 가능한 예약,"모든 당신이 먹는 데이트 소녀 파티 모든 당신이 싱크 링크 그룹 데이트 데이트 개인 방 선별 파티를 환영합니다.
다른 사용 장면을 참조하십시오","보기가 좋습니다
풍경은 아름답습니다
개방성이 있습니다
천장이 높습니다
조용한 가게
활발한 상점
차분한 분위기
나이트 뷰를 볼 수 있습니다","놀라운 응답 가능
축하 가능성",,예,없음,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000003453/archive/696120-5c579569c719b.jpg,불가능합니다,불가능합니다,* 어린이는 개인 실에만 초대 될 수 있습니다,,,,,,
はいばな,하이바나,https://retty.me/area/PRE13/ARE7/SUB701/100000027517/,03-3712-0158,이자카야 해산물과 해산물 오키나와 요리 테이크 아웃 사시미 오키나와 소바 야키니 쿠,"[월요일부터 금요일까지]
저녁 식사 18:00-28:00 L.O. 27:00
[토양]
저녁 식사 17:00-28:00 L.O. 27:00
[일요일과 휴일]
저녁 식사 17:00-23:00 L.O. 22:30
*월요일이나 공휴일 인 경우 일요일 오후 5 시부 터 오후 4 시까 지 영업합니다.","하루 종일 개점
새해 휴일 (확인하십시오)","점심 : 비즈니스 시간
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,,"3F Imaboko Building, 1-1-3 Ebisu Minami, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 1 분 (36m)
도쿄 도요코 라인 / 도이키 야마 역에서 도보 8 분 (630m)
도쿄 메트로 히비야 라인 / Nakameguro 역에서 도보 14 분 (1.1km)",없음,28 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,예,https://wil-b.jp/shoplist/,https://www.instagram.com/ebisuhaibana/,,,,,사용 가능한 예약,"모든 당신이 먹는 데이트 소녀 파티 모든 당신이 싱글 링크 연회/음주 파티 솔로 작별 파티에 이용할 수있는 개인 방 환영 파티 크리스마스 저녁 식사 파티 새해 파티 음소
다른 사용 장면을 참조하십시오",,,,,없음,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000027517/archive/613071-5bea6c6ee86a1.jpg,,,,,,,,,
まくら とよかつ,베개 도요 카츠,https://retty.me/area/PRE13/ARE7/SUB701/100000541004/,03-3461-8539,Izakaya Yakitori 구운 꼬치 Tonkatsu 치킨 접시,"[월요일부터 금요일과 토요일]
저녁 식사 17:00-22:00",매주 일요일과 공휴일,"점심 : 비즈니스 시간
저녁 식사 : ~ 2,000 엔",불가능합니다,,,"Ars Ebisu Makes의 1F, 1-3-5 Ebisu Nishi, Shibuya-Ku, Tokyo
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 2 분 거리 (130m)
도쿄 도요코 라인 / 도이키 야마 역에서 도보로 8 분 (580m)
JR Yamanote Line / Shibuya 역에서 도보로 12 분 (940m)",,20 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,,"혼자있을 수 있고, 와인, 세련된, 저녁, 맛있고, 싸고, 흡연을 마실 수 있습니다.
다른 사용 장면을 참조하십시오",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36285329.jpg,,,,,,,,,
寅,호랑이,https://retty.me/area/PRE13/ARE7/SUB701/100000012601/,03-3440-0917,Izakaya 숯 구이 로바타 그릴 연기,"[월요일부터 금요일과 토요일]
 11:30-14:00",매주 일요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 8,000 엔",불가능합니다,,,"3-49-1 에비 수, 시부야-쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히로 스테이션에서 도보로 9 분 (720m)
도쿄 메트로 남보쿠 라인 / 시로 카네이 스테이션에서 도보로 11 분 (870m)
JR Yamanote Line / Ebisu Station 16 분 도보 (1.2km)",,24 석,없음,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,,"점심, 솔로, 엔터테인먼트, 크리스마스 저녁, 쌀, 흡연,",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/14645169.jpg,,,,,,,,,
魚屋きいもん,Fishmonger Kiimon,https://retty.me/area/PRE13/ARE7/SUB701/100000713849/,03-5420-1232,이자카야 해산물과 해산물 사시미 게 조리 쌀 그릇 꼬치 숯 구이,"[하루 종일]
 17:00-24:30 L.O. 23:30",불규칙한 휴일,"점심:-
저녁 식사 : ~ 5,000 엔",Amex,,,"1-26-15 에비 수, 시부야-쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 8 분 (570m)
도쿄 메트로 히비야 라인 / 히로 스테이션에서 도보 10 분 (800m)
도쿄 도요코 라인 / 다이키 야마 역 18 분 도보 (1.4km)",,"10 석
(There is also a second floor)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,,"Dates Girls' Nights, Singles OK Christmas Dinners You can drink sake, wine, stylish Dinners, rice, non-smoking, after-parties, drink shochu
다른 사용 장면을 참조하십시오",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34556752.jpg,,,,,https://www.facebook.com/oyukiimon/,,,,
吉柳,요시 야나기,https://retty.me/area/PRE13/ARE7/SUB701/100000254668/,03-3711-9876,Izakaya 크리에이티브 요리 테이크 아웃 카레,"[하루 종일]
저녁 식사 18:00-20:00 L.O. 19:00","하루 종일 개점
점심 영업 시간은 다를 수 있으므로 방문하기 전에 전화하십시오.","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",불가능합니다,,,"2F, 1-2-12 EBISU MINAMI, SHIBUYA-KU, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 1 분 (36m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 8 분 (570m)
도쿄 메트로 히비 야 라인 / 나카 메 구로 스테이션 13 분 (1.0km)",예,"21 석
((2 명 x 3 좌석, 3 명 x 1 좌석, 카운터 - 9 석))))))",예,"불가능합니다
(흡연 구역 이용 가능)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,맥주와 쇼치,사용 가능한 예약,"날짜, 연회 및 음주 파티, 싱글 OK, 성인 은신처, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 와인, 세련된, 저녁 식사, 저녁 식사, 맛있는 레스토랑, 비 조화, 무료 WIFI
다른 사용 장면을 참조하십시오",,,,,예,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000254668/archive/2113656-5fbf348d2e07d.jpg,,,,https://x.com/ebisu_kiryu,,,,,
Trattoria Evoluzione,Trattoria Evoluzione,https://retty.me/area/PRE13/ARE7/SUB701/100001401817/,03-3476-7036,이탈리아 음식 파스타 테이크 아웃,"[하루 종일]
점심 11:30-15:00
저녁 18 : 00-23 : 00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔",Amex,,,"1f 스바루 건물, 1-8-11 에비 수 니시, 시부야 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 1 분 (72m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 7 분 거리 (560m)
JR Yamanote Line / Shibuya Station 14 분 도보 (1.1km)",,"19 석
(4 명을위한 2 개의 테이블 x 2 좌석, 3 명을위한 1 개의 테이블)","예
(8 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,,"점심, 솔로, 크리스마스 저녁, 세련된 저녁 식사, 저녁, 쌀, 비 조화, 세련된 점심
다른 사용 장면을 참조하십시오",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/24576283.jpg,,,신용 카드 : 저녁 식사 만 가능합니다,,,,,,
酒場シナトラ 恵比寿店,사카바 시나트라 에비 수 지점,https://retty.me/area/PRE13/ARE7/SUB701/100001468159/,03-6451-0688,Izakaya obanzai 닭 요리 두부 요리/유바 요리 kappo/작은 레스토랑 해산물/해산물 요리 사시미,"[월요일부터 금요일까지]
 17:00-1:00 L.O. 24:00
[태양, 토요일, 휴일]
 16:00-24:00 L.O. 23:00
영업 시간은 하루에 따라 다를 수 있습니다
마감 시간은 하루에 따라 다를 수 있습니다
자세한 내용은 공식 FB를 확인하십시오.
테이크아웃
[하루 종일] 15 : 00-20 : 00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",Amex,PayPay,,"Joile Ebisu B1F, 2-1-4 Ebisu Nannan, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 2 분 거리 (90m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 7 분 거리 (510m)
도쿄 메트로 히비야 라인 / Nakameguro 역에서 도보 12 분 (910m)","없음
근처 (할인 없음) 사용 가능",50 석,"예
(1-12 명)","불가능합니다
(상점 외부의 흡연 구역)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,https://www.bistro-jill.com/,,,,"우리는 야채 요리, 고기 요리, 생선 요리, 수입 재료 및 현지 농산물에 특히 중요합니다.","맥주, 사케, 와인",사용 가능한 예약,"날짜 all-you-can-drink 연회/음료 파티 싱글을위한 개인 실
다른 사용 장면을 참조하십시오",개방성이 있습니다,테이크 아웃 가능성,,예,없음,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001468159/archive/99021-5d146fe8f16a.jpg,불가능합니다,,,,,,,,
カジュアルイタリアン×デザイナーズダイニング umineko ebisu,캐주얼 이탈리아 X 디자이너 식당 Umineko Ebisu,https://retty.me/area/PRE13/ARE7/SUB701/100001299114/,03-6303-1939,이탈리아 요리,"[월요일부터 금요일까지]
점심 11:30-15:00
저녁 18 : 00-24 : 00
[토양]
 15:00-24:00
[낮]
 15:00-22:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",Amex,,,"Ice Cube B1, 3-1-25 Ebisu Minami, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 2 분 거리 (160m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보 6 분 (410m)
도쿄 메트로 히비 야 라인 / 나카 메 구로 스테이션 11 분 도보 (830m)",,35 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,,"점심, 솔로, 크리스마스 저녁, 세련된 저녁 식사, 저녁, 쌀, 비 조화, 세련된 점심
다른 사용 장면을 참조하십시오",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/17184037.jpg,,,,,https://www.facebook.com/umineko-ebisu-1893355544028977/,,,,
Trattoria Evoluzione,Trattoria Evoluzione,https://retty.me/area/PRE13/ARE7/SUB701/100001401817/,03-3476-7036,이탈리아 음식 파스타 테이크 아웃,"[하루 종일]
점심 11:30-15:00
저녁 18 : 00-23 : 00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔",Amex,,,"1f 스바루 건물, 1-8-11 에비 수 니시, 시부야 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 1 분 (72m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 7 분 거리 (560m)
JR Yamanote Line / Shibuya Station 14 분 도보 (1.1km)",,"19 석
(4 명을위한 2 개의 테이블 x 2 좌석, 3 명을위한 1 개의 테이블)","예
(8 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,,"점심, 솔로, 크리스마스 저녁, 세련된 저녁 식사, 저녁, 쌀, 비 조화, 세련된 점심
다른 사용 장면을 참조하십시오",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/24576283.jpg,,,신용 카드 : 저녁 식사 만 가능합니다,,,,,,
酒場シナトラ 恵比寿店,사카바 시나트라 에비 수 지점,https://retty.me/area/PRE13/ARE7/SUB701/100001468159/,03-6451-0688,Izakaya obanzai 닭 요리 두부 요리/유바 요리 kappo/작은 레스토랑 해산물/해산물 요리 사시미,"[월요일부터 금요일까지]
 17:00-1:00 L.O. 24:00
[태양, 토요일, 휴일]
 16:00-24:00 L.O. 23:00
영업 시간은 하루에 따라 다를 수 있습니다
마감 시간은 하루에 따라 다를 수 있습니다
자세한 내용은 공식 FB를 확인하십시오.
테이크아웃
[하루 종일] 15 : 00-20 : 00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",Amex,PayPay,,"Joile Ebisu B1F, 2-1-4 Ebisu Nannan, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 2 분 거리 (90m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 7 분 거리 (510m)
도쿄 메트로 히비야 라인 / Nakameguro 역에서 도보 12 분 (910m)","없음
근처 (할인 없음) 사용 가능",50 석,"예
(1-12 명)","불가능합니다
(상점 외부의 흡연 구역)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,https://www.bistro-jill.com/,,,,"우리는 야채 요리, 고기 요리, 생선 요리, 수입 재료 및 현지 농산물에 특히 중요합니다.","맥주, 사케, 와인",사용 가능한 예약,"날짜 all-you-can-drink 연회/음료 파티 싱글을위한 개인 실
다른 사용 장면을 참조하십시오",개방성이 있습니다,테이크 아웃 가능성,,예,없음,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001468159/archive/99021-5d146fe8f16a.jpg,불가능합니다,,,,,,,,
がらく 恵比寿南店,가라쿠 에비 수 미나미 상점,https://retty.me/area/PRE13/ARE7/SUB701/100000026142/,03-5720-6828,이자카야,"[월요일부터 금요일까지]
 11:30-14:30
[월요일 ~ 목요일]
 17:30-24:00
[금]
 17:30-26:00",불규칙한 휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",Amex,PayPay,,"야마모토 빌딩 B1F, 2-2-6 Ebisu Minami, 시부야 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 1 분 (66m)
Daikanyama 역에서 도쿄 도요코 라인 / 도보 거리 7 분 (530m)
도쿄 메트로 히비야 라인 / Nakameguro 역에서 도보로 12 분 (930m)",,40 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,,"점심, 솔로, 크리스마스 저녁, 세련된 저녁, 저녁 식사, 쌀, 흡연, 세련된, 늦은 밤, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/16021037.jpg,,,,,,,,,
